"imp_i","imp_j","m2","r"
23,70,0.006429,0.99678
23,71,0.014708,0.992619
23,72,0.006263,0.996864
23,73,0.006463,0.996763
23,74,0.006257,0.996866
23,75,0.006246,0.996872
23,76,0.006194,0.996898
23,77,0.006954,0.996517
23,78,0.006753,0.996618
23,79,0.006351,0.996819
23,80,0.006243,0.996874
23,81,0.014543,0.992702
23,82,0.006441,0.996774
23,83,0.014455,0.992746
23,84,0.006516,0.996737
23,85,0.006262,0.996864
23,86,0.006204,0.996893
23,87,0.01425,0.99285
23,88,0.014397,0.992776
23,89,0.006306,0.996842
23,90,0.005964,0.997014
23,91,0.006242,0.996874
23,92,0.006439,0.996775
23,93,0.015041,0.992451
23,94,0.00624,0.996875
23,95,0.006364,0.996813
23,96,0.006215,0.996888
23,97,0.006395,0.996797
23,98,0.006297,0.996847
23,99,0.014429,0.99276
23,100,0.014054,0.992948
24,25,0.005536,0.997228
24,26,0.005626,0.997183
24,27,0.014084,0.992933
24,28,0.006169,0.996911
24,29,0.005641,0.997175
24,30,0.006222,0.996884
24,31,0.005853,0.997069
24,32,0.005999,0.996996
24,33,0.005721,0.997136
24,34,0.013649,0.993152
24,35,0.00579,0.997101
24,36,0.00594,0.997026
24,37,0.006333,0.996828
24,38,0.005443,0.997275
24,39,0.00549,0.997251
24,40,0.014497,0.992725
24,41,0.014661,0.992642
24,42,0.014382,0.992783
24,43,0.014378,0.992785
24,44,0.005425,0.997284
24,45,0.014377,0.992786
24,46,0.014218,0.992865
24,47,0.005722,0.997135
24,48,0.014605,0.992671
24,49,0.014844,0.99255
24,50,0.006268,0.996861
24,51,0.005921,0.997035
24,52,0.014547,0.9927
24,53,0.014765,0.99259
24,54,0.00612,0.996935
24,55,0.006115,0.996938
24,56,0.006107,0.996942
24,57,0.006178,0.996906
24,58,0.014792,0.992576
24,59,0.006039,0.996976
24,60,0.014743,0.992601
24,61,0.014304,0.992822
24,62,0.01512,0.992411
24,63,0.00623,0.99688
24,64,0.015262,0.99234
24,65,0.005504,0.997244
24,66,0.005696,0.997148
24,67,0.005422,0.997286
24,68,0.00565,0.997171
24,69,0.00641,0.99679
24,70,0.006014,0.996989
24,71,0.014058,0.992946
24,72,0.00588,0.997055
24,73,0.006016,0.996987
24,74,0.005578,0.997207
24,75,0.005372,0.997311
24,76,0.005544,0.997224
24,77,0.005771,0.99711
24,78,0.005546,0.997223
24,79,0.005129,0.997432
24,80,0.005853,0.997069
24,81,0.014364,0.992792
24,82,0.005735,0.997128
24,83,0.014183,0.992883
24,84,0.006012,0.996989
24,85,0.005798,0.997097
24,86,0.005627,0.997182
24,87,0.013874,0.993039
24,88,0.014033,0.992959
24,89,0.006017,0.996987
24,90,0.00598,0.997006
24,91,0.006064,0.996963
24,92,0.005843,0.997074
24,93,0.014688,0.992629
24,94,0.00606,0.996965
24,95,0.005652,0.99717
24,96,0.005606,0.997193
24,97,0.005525,0.997234
24,98,0.006047,0.996972
24,99,0.013909,0.993021
24,100,0.013901,0.993025
25,26,0.005453,0.99727
25,27,0.014193,0.992878
25,28,0.005741,0.997125
25,29,0.005978,0.997006
25,30,0.00571,0.997141
25,31,0.005905,0.997043
25,32,0.005918,0.997037
25,33,0.005842,0.997075
25,34,0.013495,0.99323
25,35,0.006112,0.996939
25,36,0.005493,0.99725
25,37,0.005868,0.997062
25,38,0.00553,0.997231
25,39,0.005616,0.997188
25,40,0.014384,0.992782
25,41,0.014744,0.992601
25,42,0.014545,0.992701
25,43,0.014486,0.992731
25,44,0.005705,0.997143
25,45,0.014685,0.99263
25,46,0.014089,0.992931
25,47,0.005287,0.997353
25,48,0.014759,0.992593
25,49,0.01473,0.992608
25,50,0.006211,0.99689
25,51,0.005614,0.997189
25,52,0.014686,0.99263
25,53,0.014677,0.992634
25,54,0.00587,0.997061
25,55,0.006582,0.996704
25,56,0.005999,0.996996
25,57,0.005651,0.99717
25,58,0.014822,0.992561
25,59,0.005706,0.997143
25,60,0.014854,0.992545
25,61,0.014246,0.992851
25,62,0.015327,0.992307
25,63,0.005968,0.997012
25,64,0.015365,0.992288
25,65,0.005994,0.996998
25,66,0.006162,0.996914
25,67,0.006038,0.996977
25,68,0.00599,0.997
25,69,0.005979,0.997006
25,70,0.006027,0.996982
25,71,0.013891,0.99303
25,72,0.0059,0.997045
25,73,0.005433,0.99728
25,74,0.005959,0.997016
25,75,0.005594,0.997199
25,76,0.005737,0.997128
25,77,0.006159,0.996916
25,78,0.005784,0.997104
25,79,0.005616,0.997188
25,80,0.005761,0.997116
25,81,0.014246,0.992852
25,82,0.005898,0.997047
25,83,0.013838,0.993057
25,84,0.006192,0.996899
25,85,0.005597,0.997198
25,86,0.005793,0.997099
25,87,0.013846,0.993053
25,88,0.013999,0.992976
25,89,0.006025,0.996983
25,90,0.005971,0.99701
25,91,0.005499,0.997247
25,92,0.006197,0.996896
25,93,0.014657,0.992644
25,94,0.005721,0.997135
25,95,0.005568,0.997212
25,96,0.005438,0.997277
25,97,0.005543,0.997225
25,98,0.005725,0.997133
25,99,0.01398,0.992986
25,100,0.013783,0.993084
26,27,0.013692,0.993131
26,28,0.005932,0.997029
26,29,0.00588,0.997056
26,30,0.005379,0.997307
26,31,0.005994,0.996998
26,32,0.006264,0.996863
26,33,0.006096,0.996947
26,34,0.01318,0.993388
26,35,0.005838,0.997077
26,36,0.005622,0.997185
26,37,0.006053,0.996969
26,38,0.005396,0.997298
26,39,0.005867,0.997062
26,40,0.013976,0.992987
26,41,0.014402,0.992773
26,42,0.013852,0.99305
26,43,0.014087,0.992932
26,44,0.005386,0.997303
26,45,0.013946,0.993003
26,46,0.013595,0.993179
26,47,0.005236,0.997379
26,48,0.014231,0.992859
26,49,0.013974,0.992988
26,50,0.006424,0.996783
26,51,0.00596,0.997016
26,52,0.014135,0.992907
26,53,0.014282,0.992833
26,54,0.005664,0.997164
26,55,0.006237,0.996877
26,56,0.006091,0.99695
26,57,0.005946,0.997022
26,58,0.014202,0.992874
26,59,0.005507,0.997243
26,60,0.014327,0.992811
26,61,0.013629,0.993162
26,62,0.014696,0.992625
26,63,0.006011,0.99699
26,64,0.014649,0.992649
26,65,0.005641,0.997176
26,66,0.005849,0.997071
26,67,0.005939,0.997026
26,68,0.005906,0.997042
26,69,0.006022,0.996984
26,70,0.005945,0.997023
26,71,0.013451,0.993251
26,72,0.005867,0.997062
26,73,0.00544,0.997276
26,74,0.00557,0.997211
26,75,0.005541,0.997226
26,76,0.005538,0.997227
26,77,0.006292,0.996849
26,78,0.005707,0.997143
26,79,0.005509,0.997242
26,80,0.005871,0.99706
26,81,0.013822,0.993065
26,82,0.00579,0.997101
26,83,0.013582,0.993186
26,84,0.006093,0.996949
26,85,0.006004,0.996993
26,86,0.005511,0.99724
26,87,0.013427,0.993264
26,88,0.013434,0.99326
26,89,0.005914,0.997039
26,90,0.005914,0.997039
26,91,0.006013,0.996989
26,92,0.00575,0.997121
26,93,0.014022,0.992964
26,94,0.005609,0.997191
26,95,0.005615,0.997189
26,96,0.005406,0.997293
26,97,0.005762,0.997115
26,98,0.005736,0.997128
26,99,0.013308,0.993324
26,100,0.013256,0.99335
27,28,0.014379,0.992785
27,29,0.014184,0.992883
27,30,0.014003,0.992974
27,31,0.014167,0.992891
27,32,0.014106,0.992922
27,33,0.014232,0.992858
27,34,0.004539,0.997728
27,35,0.013767,0.993093
27,36,0.013883,0.993034
27,37,0.013743,0.993105
27,38,0.014264,0.992842
27,39,0.014245,0.992852
27,40,0.00416,0.997918
27,41,0.004517,0.997739
27,42,0.004487,0.997754
27,43,0.004609,0.997693
27,44,0.013942,0.993004
27,45,0.004688,0.997653
27,46,0.004553,0.997721
27,47,0.013828,0.993062
27,48,0.004265,0.997865
27,49,0.005061,0.997466
27,50,0.014205,0.992872
27,51,0.014484,0.992732
27,52,0.004616,0.997689
27,53,0.004593,0.997701
27,54,0.014573,0.992687
27,55,0.011198,0.994385
27,56,0.01423,0.992859
27,57,0.014127,0.992912
27,58,0.004504,0.997746
27,59,0.014886,0.992529
27,60,0.004697,0.997649
27,61,0.004473,0.997761
27,62,0.004782,0.997606
27,63,0.014172,0.992888
27,64,0.004673,0.997661
27,65,0.01444,0.992754
27,66,0.013697,0.993128
27,67,0.014017,0.992967
27,68,0.014604,0.992671
27,69,0.013866,0.993043
27,70,0.014839,0.992553
27,71,0.004391,0.997802
27,72,0.014481,0.992733
27,73,0.014618,0.992664
27,74,0.013995,0.992978
27,75,0.014192,0.992878
27,76,0.014063,0.992944
27,77,0.014241,0.992854
27,78,0.014493,0.992727
27,79,0.013648,0.993153
27,80,0.014095,0.992927
27,81,0.004436,0.997779
27,82,0.015052,0.992445
27,83,0.004606,0.997694
27,84,0.013939,0.993006
27,85,0.014294,0.992827
27,86,0.014008,0.992971
27,87,0.004484,0.997755
27,88,0.004383,0.997806
27,89,0.015368,0.992286
27,90,0.013927,0.993012
27,91,0.014121,0.992914
27,92,0.013958,0.992996
27,93,0.004255,0.99787
27,94,0.014248,0.99285
27,95,0.014059,0.992946
27,96,0.014556,0.992696
27,97,0.014435,0.992756
27,98,0.014773,0.992586
27,99,0.004481,0.997757
27,100,0.004381,0.997807
28,29,0.006269,0.996861
28,30,0.005818,0.997087
28,31,0.006537,0.996726
28,32,0.005979,0.997006
28,33,0.006273,0.996859
28,34,0.013686,0.993133
28,35,0.00667,0.99666
28,36,0.006125,0.996933
28,37,0.005957,0.997017
28,38,0.006092,0.996949
28,39,0.00591,0.99704
28,40,0.014439,0.992754
28,41,0.014747,0.992599
28,42,0.014334,0.992807
28,43,0.014737,0.992604
28,44,0.006404,0.996793
28,45,0.014715,0.992615
28,46,0.014526,0.992711
28,47,0.005864,0.997064
28,48,0.014845,0.99255
28,49,0.014707,0.992619
28,50,0.006384,0.996803
28,51,0.006203,0.996894
28,52,0.014504,0.992722
28,53,0.014721,0.992612
28,54,0.006543,0.996723
28,55,0.007008,0.99649
28,56,0.006247,0.996872
28,57,0.006123,0.996934
28,58,0.014774,0.992585
28,59,0.0058,0.997096
28,60,0.014812,0.992567
28,61,0.014216,0.992867
28,62,0.015549,0.992195
28,63,0.0062,0.996895
28,64,0.015325,0.992308
28,65,0.006485,0.996752
28,66,0.006629,0.99668
28,67,0.006647,0.996671
28,68,0.006575,0.996707
28,69,0.006307,0.996841
28,70,0.006174,0.996908
28,71,0.014015,0.992968
28,72,0.005866,0.997063
28,73,0.006183,0.996904
28,74,0.006246,0.996872
28,75,0.005755,0.997118
28,76,0.006274,0.996858
28,77,0.006802,0.996593
28,78,0.006122,0.996934
28,79,0.006015,0.996988
28,80,0.006302,0.996844
28,81,0.014221,0.992864
28,82,0.006414,0.996788
28,83,0.013722,0.993115
28,84,0.006605,0.996692
28,85,0.005939,0.997026
28,86,0.006105,0.996943
28,87,0.01385,0.993051
28,88,0.014017,0.992967
28,89,0.006192,0.996899
28,90,0.006336,0.996827
28,91,0.005923,0.997034
28,92,0.006709,0.99664
28,93,0.014569,0.992689
28,94,0.006108,0.996941
28,95,0.005985,0.997003
28,96,0.006131,0.99693
28,97,0.006061,0.996965
28,98,0.00597,0.997011
28,99,0.014085,0.992933
28,100,0.013892,0.99303
29,30,0.005892,0.99705
29,31,0.005728,0.997132
29,32,0.00606,0.996965
29,33,0.006162,0.996914
29,34,0.013784,0.993084
29,35,0.005973,0.997009
29,36,0.006221,0.996885
29,37,0.006439,0.996775
29,38,0.006086,0.996952
29,39,0.006117,0.996937
29,40,0.01443,0.992759
29,41,0.014867,0.992539
29,42,0.014339,0.992805
29,43,0.014893,0.992526
29,44,0.006063,0.996964
29,45,0.014506,0.992721
29,46,0.014158,0.992896
29,47,0.006083,0.996954
29,48,0.014733,0.992606
29,49,0.014486,0.992731
29,50,0.006847,0.996571
29,51,0.006095,0.996948
29,52,0.014726,0.99261
29,53,0.014938,0.992503
29,54,0.00647,0.99676
29,55,0.006577,0.996706
29,56,0.005919,0.997036
29,57,0.006309,0.996841
29,58,0.01494,0.992502
29,59,0.006175,0.996908
29,60,0.015075,0.992434
29,61,0.014342,0.992803
29,62,0.015311,0.992315
29,63,0.005845,0.997073
29,64,0.015038,0.992453
29,65,0.005926,0.997032
29,66,0.006024,0.996983
29,67,0.006283,0.996854
29,68,0.006237,0.996877
29,69,0.006306,0.996842
29,70,0.006205,0.996893
29,71,0.014109,0.99292
29,72,0.00613,0.99693
29,73,0.00628,0.996855
29,74,0.006075,0.996958
29,75,0.005933,0.997029
29,76,0.005921,0.997035
29,77,0.006039,0.996976
29,78,0.006112,0.996939
29,79,0.005952,0.99702
29,80,0.006272,0.996859
29,81,0.014319,0.992815
29,82,0.005951,0.99702
29,83,0.01404,0.992955
29,84,0.006682,0.996653
29,85,0.00606,0.996965
29,86,0.006174,0.996908
29,87,0.014135,0.992907
29,88,0.01393,0.993011
29,89,0.006418,0.996786
29,90,0.006595,0.996697
29,91,0.006422,0.996784
29,92,0.006363,0.996814
29,93,0.014797,0.992574
29,94,0.005969,0.997011
29,95,0.00543,0.997281
29,96,0.005637,0.997178
29,97,0.005958,0.997016
29,98,0.006481,0.996754
29,99,0.013954,0.992999
29,100,0.013786,0.993083
30,31,0.005942,0.997025
30,32,0.006071,0.99696
30,33,0.005952,0.99702
30,34,0.013126,0.993415
30,35,0.006248,0.996871
30,36,0.005656,0.997168
30,37,0.005869,0.997061
30,38,0.00592,0.997036
30,39,0.006171,0.99691
30,40,0.01423,0.99286
30,41,0.014271,0.992839
30,42,0.013832,0.99306
30,43,0.014098,0.992926
30,44,0.00575,0.997121
30,45,0.014206,0.992871
30,46,0.013753,0.9931
30,47,0.005807,0.997092
30,48,0.014296,0.992826
30,49,0.013876,0.993038
30,50,0.006511,0.996739
30,51,0.005777,0.997107
30,52,0.013909,0.993021
30,53,0.014282,0.992833
30,54,0.006178,0.996906
30,55,0.006202,0.996894
30,56,0.006165,0.996913
30,57,0.005961,0.997015
30,58,0.014082,0.992934
30,59,0.005981,0.997005
30,60,0.014317,0.992816
30,61,0.013559,0.993197
30,62,0.014828,0.992559
30,63,0.005848,0.997072
30,64,0.014486,0.992731
30,65,0.005926,0.997033
30,66,0.00646,0.996765
30,67,0.006147,0.996922
30,68,0.006061,0.996965
30,69,0.00606,0.996965
30,70,0.005999,0.996996
30,71,0.013461,0.993247
30,72,0.005936,0.997027
30,73,0.005887,0.997052
30,74,0.00581,0.997091
30,75,0.005842,0.997075
30,76,0.006146,0.996922
30,77,0.00621,0.99689
30,78,0.006017,0.996987
30,79,0.006075,0.996958
30,80,0.005865,0.997063
30,81,0.01386,0.993046
30,82,0.006185,0.996903
30,83,0.013122,0.993417
30,84,0.006604,0.996693
30,85,0.006017,0.996987
30,86,0.005962,0.997015
30,87,0.013421,0.993267
30,88,0.013541,0.993206
30,89,0.006081,0.996955
30,90,0.006282,0.996854
30,91,0.005904,0.997044
30,92,0.006057,0.996967
30,93,0.014373,0.992788
30,94,0.005561,0.997216
30,95,0.005836,0.997078
30,96,0.005708,0.997142
30,97,0.005923,0.997034
30,98,0.005754,0.997119
30,99,0.013371,0.993292
30,100,0.012979,0.99349
31,32,0.006244,0.996873
31,33,0.005909,0.997041
31,34,0.013659,0.993147
31,35,0.005898,0.997046
31,36,0.006389,0.9968
31,37,0.006015,0.996988
31,38,0.005933,0.997029
31,39,0.0057,0.997146
31,40,0.014224,0.992862
31,41,0.014645,0.992651
31,42,0.014106,0.992922
31,43,0.014562,0.992692
31,44,0.005787,0.997102
31,45,0.014372,0.992788
31,46,0.014021,0.992965
31,47,0.006099,0.996946
31,48,0.014666,0.99264
31,49,0.014696,0.992625
31,50,0.006744,0.996622
31,51,0.006326,0.996832
31,52,0.014579,0.992684
31,53,0.014745,0.9926
31,54,0.006321,0.996834
31,55,0.006352,0.996819
31,56,0.006094,0.996948
31,57,0.005788,0.997102
31,58,0.014523,0.992712
31,59,0.00614,0.996925
31,60,0.014931,0.992506
31,61,0.01401,0.99297
31,62,0.014973,0.992485
31,63,0.006098,0.996946
31,64,0.015046,0.992449
31,65,0.005852,0.99707
31,66,0.005826,0.997083
31,67,0.005705,0.997143
31,68,0.00584,0.997076
31,69,0.006333,0.996829
31,70,0.006413,0.996788
31,71,0.013846,0.993053
31,72,0.006089,0.996951
31,73,0.006032,0.996979
31,74,0.005804,0.997094
31,75,0.005491,0.997251
31,76,0.005757,0.997117
31,77,0.006243,0.996874
31,78,0.006161,0.996915
31,79,0.005998,0.996997
31,80,0.006391,0.9968
31,81,0.013963,0.992994
31,82,0.006008,0.996991
31,83,0.013841,0.993055
31,84,0.006342,0.996824
31,85,0.005787,0.997102
31,86,0.006225,0.996882
31,87,0.013817,0.993067
31,88,0.014171,0.992889
31,89,0.006107,0.996942
31,90,0.006434,0.996778
31,91,0.006067,0.996962
31,92,0.00608,0.996955
31,93,0.014609,0.992668
31,94,0.006222,0.996884
31,95,0.005711,0.99714
31,96,0.005769,0.997111
31,97,0.005976,0.997008
31,98,0.00576,0.997116
31,99,0.013753,0.9931
31,100,0.01371,0.993122
32,33,0.006241,0.996875
32,34,0.013526,0.993214
32,35,0.006382,0.996804
32,36,0.006031,0.99698
32,37,0.006307,0.996841
32,38,0.006403,0.996794
32,39,0.006103,0.996944
32,40,0.013963,0.992994
32,41,0.014856,0.992544
32,42,0.014056,0.992947
32,43,0.01464,0.992653
32,44,0.006391,0.9968
32,45,0.014402,0.992773
32,46,0.014194,0.992877
32,47,0.006343,0.996823
32,48,0.014684,0.992631
32,49,0.014548,0.992699
32,50,0.007033,0.996477
32,51,0.006016,0.996987
32,52,0.014238,0.992855
32,53,0.014653,0.992647
32,54,0.006618,0.996685
32,55,0.006769,0.99661
32,56,0.006184,0.996903
32,57,0.006262,0.996864
32,58,0.014394,0.992777
32,59,0.006216,0.996887
32,60,0.014789,0.992578
32,61,0.014203,0.992873
32,62,0.015092,0.992425
32,63,0.006666,0.996662
32,64,0.015094,0.992424
32,65,0.006399,0.996796
32,66,0.005998,0.996996
32,67,0.006182,0.996904
32,68,0.006216,0.996887
32,69,0.00602,0.996985
32,70,0.006452,0.996769
32,71,0.014042,0.992954
32,72,0.00614,0.996925
32,73,0.006155,0.996918
32,74,0.006371,0.99681
32,75,0.006022,0.996984
32,76,0.005959,0.997016
32,77,0.006328,0.996831
32,78,0.006263,0.996864
32,79,0.006056,0.996968
32,80,0.006357,0.996816
32,81,0.01396,0.992995
32,82,0.006927,0.996531
32,83,0.01389,0.993031
32,84,0.006923,0.996532
32,85,0.005975,0.997008
32,86,0.006405,0.996792
32,87,0.013941,0.993005
32,88,0.013846,0.993053
32,89,0.006,0.996996
32,90,0.006538,0.996726
32,91,0.005994,0.996999
32,92,0.006809,0.996589
32,93,0.01445,0.992749
32,94,0.00663,0.99668
32,95,0.00546,0.997266
32,96,0.005893,0.997049
32,97,0.006223,0.996883
32,98,0.006051,0.99697
32,99,0.013721,0.993116
32,100,0.013462,0.993246
33,34,0.013567,0.993193
33,35,0.006069,0.996961
33,36,0.005579,0.997206
33,37,0.006632,0.996679
33,38,0.005742,0.997125
33,39,0.005774,0.997109
33,40,0.014539,0.992704
33,41,0.014801,0.992572
33,42,0.014433,0.992758
33,43,0.014572,0.992687
33,44,0.005741,0.997125
33,45,0.014242,0.992854
33,46,0.01408,0.992935
33,47,0.005912,0.99704
33,48,0.014567,0.99269
33,49,0.014736,0.992605
33,50,0.006804,0.996592
33,51,0.006136,0.996928
33,52,0.014837,0.992554
33,53,0.014701,0.992622
33,54,0.006263,0.996864
33,55,0.006397,0.996796
33,56,0.006436,0.996777
33,57,0.005932,0.997029
33,58,0.014743,0.992601
33,59,0.006428,0.996781
33,60,0.014749,0.992598
33,61,0.014124,0.992913
33,62,0.015069,0.992437
33,63,0.006375,0.996807
33,64,0.015172,0.992385
33,65,0.005932,0.99703
33,66,0.006132,0.996929
33,67,0.005782,0.997105
33,68,0.006047,0.996972
33,69,0.006544,0.996723
33,70,0.006031,0.99698
33,71,0.013936,0.993008
33,72,0.006489,0.99675
33,73,0.006272,0.996859
33,74,0.005873,0.997059
33,75,0.005901,0.997045
33,76,0.005923,0.997034
33,77,0.006008,0.996991
33,78,0.005748,0.997122
33,79,0.005909,0.997041
33,80,0.006265,0.996863
33,81,0.014042,0.992954
33,82,0.006051,0.99697
33,83,0.013872,0.99304
33,84,0.006132,0.996929
33,85,0.006069,0.996961
33,86,0.005868,0.997062
33,87,0.013955,0.992998
33,88,0.01418,0.992885
33,89,0.006809,0.996589
33,90,0.006272,0.996859
33,91,0.006102,0.996944
33,92,0.006122,0.996934
33,93,0.014703,0.992621
33,94,0.006231,0.99688
33,95,0.005803,0.997094
33,96,0.005794,0.997099
33,97,0.005948,0.997021
33,98,0.005968,0.997011
33,99,0.013911,0.99302
33,100,0.013637,0.993158
34,35,0.013535,0.99321
34,36,0.013355,0.9933
34,37,0.01306,0.993448
34,38,0.01372,0.993117
34,39,0.013728,0.993112
34,40,0.004177,0.997909
34,41,0.004446,0.997775
34,42,0.004747,0.997624
34,43,0.0047,0.997647
34,44,0.013269,0.993343
34,45,0.004442,0.997777
34,46,0.004629,0.997683
34,47,0.013327,0.993314
34,48,0.004373,0.997811
34,49,0.00469,0.997652
34,50,0.013507,0.993223
34,51,0.013775,0.993089
34,52,0.004509,0.997743
34,53,0.004593,0.997701
34,54,0.013976,0.992988
34,55,0.010507,0.994733
34,56,0.013633,0.99316
34,57,0.013291,0.993332
34,58,0.004615,0.99769
34,59,0.014084,0.992933
34,60,0.004515,0.99774
34,61,0.004355,0.99782
34,62,0.00466,0.997667
34,63,0.013685,0.993134
34,64,0.004793,0.997601
34,65,0.013648,0.993152
34,66,0.013448,0.993253
34,67,0.013662,0.993146
34,68,0.013565,0.993194
34,69,0.013333,0.993311
34,70,0.014153,0.992898
34,71,0.004509,0.997743
34,72,0.014193,0.992878
34,73,0.014107,0.992921
34,74,0.013297,0.993329
34,75,0.01348,0.993237
34,76,0.013418,0.993268
34,77,0.013799,0.993077
34,78,0.013723,0.993115
34,79,0.013143,0.993407
34,80,0.013576,0.993189
34,81,0.004318,0.997839
34,82,0.014229,0.99286
34,83,0.004697,0.997649
34,84,0.013257,0.993349
34,85,0.013525,0.993214
34,86,0.013493,0.993231
34,87,0.004571,0.997712
34,88,0.004738,0.997628
34,89,0.014764,0.99259
34,90,0.013489,0.993233
34,91,0.013606,0.993174
34,92,0.013621,0.993166
34,93,0.004315,0.99784
34,94,0.013523,0.993215
34,95,0.01348,0.993237
34,96,0.013588,0.993183
34,97,0.013935,0.993008
34,98,0.014183,0.992883
34,99,0.004352,0.997822
34,100,0.004057,0.99797
35,36,0.006033,0.996979
35,37,0.006828,0.99658
35,38,0.005904,0.997044
35,39,0.005911,0.99704
35,40,0.013992,0.992979
35,41,0.014694,0.992626
35,42,0.014163,0.992893
35,43,0.014349,0.9928
35,44,0.005776,0.997108
35,45,0.014243,0.992853
35,46,0.013977,0.992987
35,47,0.006034,0.996978
35,48,0.014444,0.992752
35,49,0.014352,0.992798
35,50,0.006688,0.99665
35,51,0.006128,0.996932
35,52,0.014221,0.992864
35,53,0.014424,0.992762
35,54,0.006379,0.996805
35,55,0.006741,0.996624
35,56,0.006249,0.996871
35,57,0.006457,0.996766
35,58,0.014486,0.99273
35,59,0.006269,0.996861
35,60,0.014611,0.992668
35,61,0.014006,0.992972
35,62,0.014956,0.992494
35,63,0.006281,0.996855
35,64,0.014739,0.992603
35,65,0.006092,0.996949
35,66,0.005995,0.996998
35,67,0.005693,0.99715
35,68,0.006019,0.996986
35,69,0.006391,0.996799
35,70,0.006385,0.996802
35,71,0.013525,0.993214
35,72,0.006299,0.996846
35,73,0.006182,0.996904
35,74,0.005892,0.99705
35,75,0.005844,0.997074
35,76,0.005888,0.997051
35,77,0.006439,0.996775
35,78,0.006188,0.996901
35,79,0.005722,0.997135
35,80,0.005966,0.997013
35,81,0.01388,0.993036
35,82,0.005803,0.997094
35,83,0.013651,0.993151
35,84,0.00631,0.99684
35,85,0.006125,0.996933
35,86,0.006106,0.996943
35,87,0.013691,0.993131
35,88,0.013478,0.993238
35,89,0.006525,0.996732
35,90,0.006039,0.996976
35,91,0.006319,0.996835
35,92,0.006314,0.996838
35,93,0.014473,0.992737
35,94,0.006292,0.996849
35,95,0.005935,0.997028
35,96,0.005754,0.997119
35,97,0.005901,0.997045
35,98,0.006342,0.996824
35,99,0.01359,0.993182
35,100,0.013525,0.993214
36,37,0.006356,0.996817
36,38,0.005486,0.997253
36,39,0.00581,0.997091
36,40,0.014292,0.992829
36,41,0.014505,0.992721
36,42,0.014095,0.992928
36,43,0.014044,0.992953
36,44,0.005718,0.997137
36,45,0.014,0.992975
36,46,0.013843,0.993055
36,47,0.005619,0.997187
36,48,0.014318,0.992815
36,49,0.014387,0.99278
36,50,0.006658,0.996666
36,51,0.005751,0.99712
36,52,0.014372,0.992788
36,53,0.014587,0.99268
36,54,0.00595,0.997021
36,55,0.006374,0.996808
36,56,0.006048,0.996971
36,57,0.005757,0.997117
36,58,0.014537,0.992705
36,59,0.006181,0.996905
36,60,0.014686,0.99263
36,61,0.014028,0.992961
36,62,0.015022,0.992461
36,63,0.006247,0.996871
36,64,0.015186,0.992378
36,65,0.006119,0.996936
36,66,0.006263,0.996864
36,67,0.00606,0.996966
36,68,0.005824,0.997084
36,69,0.006081,0.996955
36,70,0.00608,0.996955
36,71,0.013701,0.993126
36,72,0.00599,0.997
36,73,0.006023,0.996984
36,74,0.005663,0.997164
36,75,0.006073,0.996959
36,76,0.005712,0.99714
36,77,0.005953,0.997019
36,78,0.005653,0.997169
36,79,0.005567,0.997213
36,80,0.006106,0.996943
36,81,0.014024,0.992963
36,82,0.006309,0.996841
36,83,0.013678,0.993137
36,84,0.005931,0.99703
36,85,0.005907,0.997042
36,86,0.005736,0.997128
36,87,0.013511,0.993222
36,88,0.013684,0.993134
36,89,0.006454,0.996768
36,90,0.006295,0.996848
36,91,0.00598,0.997006
36,92,0.005989,0.997001
36,93,0.01427,0.992839
36,94,0.006045,0.996973
36,95,0.005909,0.997041
36,96,0.00565,0.997171
36,97,0.005991,0.997
36,98,0.005929,0.997031
36,99,0.013672,0.99314
36,100,0.013421,0.993267
37,38,0.006408,0.996791
37,39,0.006555,0.996717
37,40,0.013864,0.993044
37,41,0.014409,0.992769
37,42,0.013839,0.993056
37,43,0.014144,0.992903
37,44,0.006268,0.996861
37,45,0.014329,0.99281
37,46,0.013793,0.99308
37,47,0.005727,0.997133
37,48,0.014344,0.992802
37,49,0.014069,0.992941
37,50,0.00657,0.99671
37,51,0.006137,0.996927
37,52,0.014117,0.992916
37,53,0.014304,0.992822
37,54,0.006235,0.996878
37,55,0.007043,0.996473
37,56,0.006299,0.996845
37,57,0.006155,0.996918
37,58,0.014208,0.992871
37,59,0.006102,0.996944
37,60,0.014161,0.992894
37,61,0.013502,0.993226
37,62,0.014881,0.992532
37,63,0.006414,0.996788
37,64,0.014871,0.992537
37,65,0.006691,0.996649
37,66,0.006869,0.99656
37,67,0.006604,0.996693
37,68,0.006477,0.996756
37,69,0.005977,0.997007
37,70,0.006467,0.996761
37,71,0.013635,0.993159
37,72,0.006464,0.996763
37,73,0.006093,0.996949
37,74,0.006141,0.996925
37,75,0.006165,0.996913
37,76,0.006361,0.996814
37,77,0.006672,0.996659
37,78,0.006598,0.996696
37,79,0.006222,0.996884
37,80,0.006508,0.99674
37,81,0.01351,0.993222
37,82,0.006527,0.996731
37,83,0.013352,0.993301
37,84,0.006692,0.996648
37,85,0.006245,0.996873
37,86,0.006643,0.996673
37,87,0.013614,0.99317
37,88,0.01354,0.993207
37,89,0.006537,0.996726
37,90,0.00655,0.996719
37,91,0.006492,0.996749
37,92,0.006503,0.996743
37,93,0.013992,0.992979
37,94,0.00594,0.997025
37,95,0.006211,0.99689
