"imp_i","imp_j","m2","r"
11,62,0.004984,0.997505
11,63,0.016575,0.991678
11,64,0.004722,0.997636
11,65,0.01684,0.991544
11,66,0.016275,0.991829
11,67,0.016799,0.991565
11,68,0.01659,0.99167
11,69,0.016256,0.991838
11,70,0.017372,0.991276
11,71,0.005099,0.997447
11,72,0.017187,0.991369
11,73,0.017092,0.991417
11,74,0.016469,0.991731
11,75,0.016611,0.99166
11,76,0.016443,0.991744
11,77,0.016621,0.991654
11,78,0.016835,0.991547
11,79,0.016358,0.991787
11,80,0.016725,0.991602
11,81,0.005101,0.997446
11,82,0.017442,0.991241
11,83,0.005279,0.997357
11,84,0.016153,0.991891
11,85,0.016749,0.99159
11,86,0.016399,0.991767
11,87,0.005516,0.997238
11,88,0.00523,0.997382
11,89,0.017743,0.991089
11,90,0.0168,0.991565
11,91,0.016718,0.991606
11,92,0.016446,0.991743
11,93,0.005264,0.997365
11,94,0.01668,0.991625
11,95,0.016575,0.991678
11,96,0.016893,0.991517
11,97,0.016996,0.991466
11,98,0.017263,0.991331
11,99,0.005331,0.997331
11,100,0.005102,0.997446
12,13,0.007531,0.996227
12,14,0.014567,0.99269
12,15,0.013886,0.993033
12,16,0.004795,0.997599
12,17,0.004506,0.997745
12,18,0.013824,0.993064
12,19,0.013363,0.993296
12,20,0.01414,0.992905
12,21,0.014469,0.992739
12,22,0.013934,0.993008
12,23,0.014758,0.992594
12,24,0.014258,0.992845
12,25,0.014387,0.992781
12,26,0.013889,0.993031
12,27,0.004462,0.997767
12,28,0.014448,0.99275
12,29,0.01435,0.992799
12,30,0.013915,0.993018
12,31,0.014169,0.99289
12,32,0.014059,0.992946
12,33,0.01448,0.992733
12,34,0.00461,0.997692
12,35,0.014,0.992975
12,36,0.014141,0.992904
12,37,0.013927,0.993012
12,38,0.014716,0.992615
12,39,0.0144,0.992774
12,40,0.004464,0.997765
12,41,0.004508,0.997744
12,42,0.00454,0.997727
12,43,0.004691,0.997652
12,44,0.014166,0.992892
12,45,0.004867,0.997564
12,46,0.00416,0.997918
12,47,0.014024,0.992963
12,48,0.004691,0.997652
12,49,0.004664,0.997665
12,50,0.014584,0.992681
12,51,0.014442,0.992753
12,52,0.004476,0.99776
12,53,0.004465,0.997765
12,54,0.014805,0.99257
12,55,0.011238,0.994365
12,56,0.014292,0.992828
12,57,0.014281,0.992834
12,58,0.004577,0.997709
12,59,0.014908,0.992518
12,60,0.004828,0.997583
12,61,0.004277,0.997859
12,62,0.004653,0.997671
12,63,0.014526,0.992711
12,64,0.004408,0.997793
12,65,0.014402,0.992773
12,66,0.013801,0.993075
12,67,0.014424,0.992762
12,68,0.014388,0.99278
12,69,0.013963,0.992994
12,70,0.015007,0.992468
12,71,0.004679,0.997658
12,72,0.014936,0.992504
12,73,0.014748,0.992599
12,74,0.014073,0.992938
12,75,0.014151,0.992899
12,76,0.014004,0.992973
12,77,0.014566,0.99269
12,78,0.014377,0.992785
12,79,0.014017,0.992967
12,80,0.014098,0.992926
12,81,0.004664,0.997665
12,82,0.014925,0.99251
12,83,0.004707,0.997644
12,84,0.013991,0.99298
12,85,0.014245,0.992852
12,86,0.014036,0.992957
12,87,0.004653,0.997671
12,88,0.004898,0.997548
12,89,0.015204,0.992369
12,90,0.014318,0.992815
12,91,0.014223,0.992863
12,92,0.014108,0.992921
12,93,0.004916,0.997539
12,94,0.014195,0.992877
12,95,0.014147,0.992901
12,96,0.014414,0.992767
12,97,0.014569,0.992689
12,98,0.014945,0.9925
12,99,0.004558,0.997718
12,100,0.004343,0.997826
13,14,0.008706,0.995637
13,15,0.008252,0.995866
13,16,0.008476,0.995753
13,17,0.00757,0.996208
13,18,0.008451,0.995765
13,19,0.008149,0.995917
13,20,0.00825,0.995866
13,21,0.008709,0.995636
13,22,0.008257,0.995863
13,23,0.008978,0.995501
13,24,0.008726,0.995628
13,25,0.0087,0.99564
13,26,0.008201,0.995891
13,27,0.007624,0.996181
13,28,0.008779,0.995601
13,29,0.00853,0.995726
13,30,0.008064,0.99596
13,31,0.00851,0.995736
13,32,0.008655,0.995663
13,33,0.008689,0.995646
13,34,0.006963,0.996512
13,35,0.008709,0.995636
13,36,0.008373,0.995805
13,37,0.008578,0.995702
13,38,0.008547,0.995717
13,39,0.008897,0.995541
13,40,0.007315,0.996336
13,41,0.00754,0.996223
13,42,0.007659,0.996163
13,43,0.007559,0.996213
13,44,0.008563,0.995709
13,45,0.007226,0.99638
13,46,0.007285,0.996351
13,47,0.008156,0.995914
13,48,0.007542,0.996222
13,49,0.007862,0.996061
13,50,0.008694,0.995644
13,51,0.009058,0.995461
13,52,0.007767,0.996109
13,53,0.007837,0.996074
13,54,0.008779,0.995601
13,55,0.006411,0.996789
13,56,0.008533,0.995724
13,57,0.008572,0.995705
13,58,0.007676,0.996155
13,59,0.009009,0.995485
13,60,0.007713,0.996136
13,61,0.007285,0.996351
13,62,0.008043,0.99597
13,63,0.008761,0.99561
13,64,0.007925,0.99603
13,65,0.008602,0.99569
13,66,0.008491,0.995745
13,67,0.008972,0.995504
13,68,0.008883,0.995548
13,69,0.008557,0.995713
13,70,0.00887,0.995555
13,71,0.007455,0.996265
13,72,0.008817,0.995582
13,73,0.009013,0.995483
13,74,0.008615,0.995683
13,75,0.008818,0.995581
13,76,0.008211,0.995886
13,77,0.008911,0.995535
13,78,0.008634,0.995673
13,79,0.008274,0.995854
13,80,0.008523,0.995729
13,81,0.007531,0.996228
13,82,0.008901,0.99554
13,83,0.007261,0.996363
13,84,0.008706,0.995638
13,85,0.008768,0.995606
13,86,0.008389,0.995796
13,87,0.006888,0.99655
13,88,0.007322,0.996332
13,89,0.0091,0.99544
13,90,0.008747,0.995617
13,91,0.008898,0.995541
13,92,0.008657,0.995662
13,93,0.007565,0.99621
13,94,0.008287,0.995848
13,95,0.008362,0.99581
13,96,0.00849,0.995746
13,97,0.008746,0.995617
13,98,0.008848,0.995566
13,99,0.006924,0.996532
13,100,0.007181,0.996403
14,15,0.005772,0.99711
14,16,0.015475,0.992232
14,17,0.014701,0.992622
14,18,0.006119,0.996936
14,19,0.005541,0.997226
14,20,0.005476,0.997258
14,21,0.005798,0.997097
14,22,0.00562,0.997186
14,23,0.006398,0.996796
14,24,0.005494,0.997249
14,25,0.00559,0.997201
14,26,0.005604,0.997194
14,27,0.014145,0.992902
14,28,0.005846,0.997073
14,29,0.005969,0.997011
14,30,0.005639,0.997176
14,31,0.005734,0.997129
14,32,0.005748,0.997122
14,33,0.005908,0.997042
14,34,0.013636,0.993158
14,35,0.006143,0.996924
14,36,0.005735,0.997128
14,37,0.006092,0.996949
14,38,0.005446,0.997273
14,39,0.005843,0.997074
14,40,0.014606,0.99267
14,41,0.014681,0.992632
14,42,0.01441,0.992769
14,43,0.014556,0.992695
14,44,0.005405,0.997294
14,45,0.014358,0.992795
14,46,0.014243,0.992853
14,47,0.00595,0.997021
14,48,0.014783,0.992581
14,49,0.014727,0.992609
14,50,0.006456,0.996767
14,51,0.00621,0.99689
14,52,0.014679,0.992633
14,53,0.014807,0.992569
14,54,0.006096,0.996947
14,55,0.006241,0.996874
14,56,0.005608,0.997192
14,57,0.005857,0.997067
14,58,0.014747,0.992599
14,59,0.005603,0.997195
14,60,0.014852,0.992546
14,61,0.014187,0.992881
14,62,0.015376,0.992282
14,63,0.006276,0.996857
14,64,0.015266,0.992338
14,65,0.005997,0.996997
14,66,0.006151,0.99692
14,67,0.005648,0.997172
14,68,0.005712,0.99714
14,69,0.006018,0.996987
14,70,0.005805,0.997093
14,71,0.013916,0.993017
14,72,0.005613,0.997189
14,73,0.005976,0.997008
14,74,0.005958,0.997017
14,75,0.005937,0.997027
14,76,0.005906,0.997043
14,77,0.006044,0.996973
14,78,0.005942,0.997024
14,79,0.005439,0.997277
14,80,0.005982,0.997004
14,81,0.014353,0.992798
14,82,0.006005,0.996993
14,83,0.014177,0.992886
14,84,0.00663,0.996679
14,85,0.005695,0.997148
14,86,0.006047,0.996972
14,87,0.013763,0.993095
14,88,0.014249,0.99285
14,89,0.005929,0.997031
14,90,0.006076,0.996957
14,91,0.005623,0.997185
14,92,0.006174,0.996908
14,93,0.014575,0.992686
14,94,0.005673,0.997159
14,95,0.005688,0.997152
14,96,0.005593,0.997199
14,97,0.005851,0.99707
14,98,0.005653,0.997169
14,99,0.013632,0.993161
14,100,0.013816,0.993068
15,16,0.01531,0.992315
15,17,0.014153,0.992898
15,18,0.005917,0.997037
15,19,0.005525,0.997234
15,20,0.005695,0.997149
15,21,0.005636,0.997178
15,22,0.005497,0.997248
15,23,0.006772,0.996608
15,24,0.005894,0.997048
15,25,0.005428,0.997282
15,26,0.005714,0.997139
15,27,0.013747,0.993103
15,28,0.005967,0.997012
15,29,0.006248,0.996871
15,30,0.005807,0.997092
15,31,0.006409,0.99679
15,32,0.006161,0.996915
15,33,0.005918,0.997037
15,34,0.013431,0.993262
15,35,0.006352,0.996819
15,36,0.005629,0.997182
15,37,0.006066,0.996963
15,38,0.005681,0.997156
15,39,0.006237,0.996876
15,40,0.01406,0.992945
15,41,0.0145,0.992724
15,42,0.013898,0.993026
15,43,0.01389,0.993031
15,44,0.005848,0.997072
15,45,0.013938,0.993007
15,46,0.013693,0.99313
15,47,0.005568,0.997212
15,48,0.014226,0.992862
15,49,0.014414,0.992767
15,50,0.005922,0.997035
15,51,0.00608,0.996955
15,52,0.01432,0.992814
15,53,0.014368,0.99279
15,54,0.006052,0.996969
15,55,0.006414,0.996788
15,56,0.005673,0.99716
15,57,0.005797,0.997097
15,58,0.014431,0.992758
15,59,0.006465,0.996762
15,60,0.014493,0.992727
15,61,0.013655,0.993149
15,62,0.014896,0.992524
15,63,0.006101,0.996945
15,64,0.014963,0.99249
15,65,0.006211,0.99689
15,66,0.006301,0.996844
15,67,0.006256,0.996867
15,68,0.006172,0.996909
15,69,0.00588,0.997056
15,70,0.005815,0.997088
15,71,0.013395,0.99328
15,72,0.006072,0.996959
15,73,0.006068,0.996962
15,74,0.005541,0.997225
15,75,0.00612,0.996935
15,76,0.005968,0.997012
15,77,0.005919,0.997036
15,78,0.005767,0.997113
15,79,0.00576,0.997116
15,80,0.006086,0.996952
15,81,0.013863,0.993044
15,82,0.006171,0.99691
15,83,0.013617,0.993168
15,84,0.00638,0.996805
15,85,0.005918,0.997037
15,86,0.00563,0.997181
15,87,0.013617,0.993168
15,88,0.013791,0.993081
15,89,0.00619,0.9969
15,90,0.00637,0.99681
15,91,0.005684,0.997154
15,92,0.006111,0.99694
15,93,0.014213,0.992868
15,94,0.005849,0.997071
15,95,0.005895,0.997048
15,96,0.005678,0.997157
15,97,0.005559,0.997217
15,98,0.005896,0.997048
15,99,0.013419,0.993268
15,100,0.013449,0.993253
16,17,0.004699,0.997648
16,18,0.015499,0.99222
16,19,0.014852,0.992546
16,20,0.015487,0.992226
16,21,0.015739,0.992099
16,22,0.015253,0.992344
16,23,0.016431,0.99175
16,24,0.0154,0.99227
16,25,0.015721,0.992109
16,26,0.014855,0.992544
16,27,0.004638,0.997679
16,28,0.015709,0.992114
16,29,0.015485,0.992227
16,30,0.015289,0.992326
16,31,0.015483,0.992228
16,32,0.015465,0.992237
16,33,0.015662,0.992138
16,34,0.004623,0.997686
16,35,0.015205,0.992368
16,36,0.015354,0.992293
16,37,0.015082,0.99243
16,38,0.01595,0.991993
16,39,0.015623,0.992158
16,40,0.004536,0.997729
16,41,0.004574,0.997711
16,42,0.004903,0.997545
16,43,0.004861,0.997567
16,44,0.015517,0.992211
16,45,0.00488,0.997557
16,46,0.004809,0.997593
16,47,0.015399,0.99227
16,48,0.004694,0.99765
16,49,0.005012,0.997491
16,50,0.015608,0.992165
16,51,0.015726,0.992106
16,52,0.004625,0.997685
16,53,0.004825,0.997585
16,54,0.016178,0.991878
16,55,0.012611,0.993674
16,56,0.015645,0.992147
16,57,0.015371,0.992285
16,58,0.004681,0.997657
16,59,0.016081,0.991927
16,60,0.004844,0.997575
16,61,0.004667,0.997664
16,62,0.004612,0.997691
16,63,0.015804,0.992067
16,64,0.004796,0.997599
16,65,0.015678,0.99213
16,66,0.015099,0.992422
16,67,0.015389,0.992276
16,68,0.015702,0.992118
16,69,0.015224,0.992359
16,70,0.016302,0.991816
16,71,0.004776,0.997609
16,72,0.016243,0.991845
16,73,0.01589,0.992023
16,74,0.015524,0.992208
16,75,0.015814,0.992061
16,76,0.015442,0.992249
16,77,0.015592,0.992173
16,78,0.015817,0.99206
16,79,0.01509,0.992426
16,80,0.015672,0.992133
16,81,0.004931,0.997531
16,82,0.016267,0.991833
16,83,0.005069,0.997462
16,84,0.015517,0.992211
16,85,0.015563,0.992188
16,86,0.01558,0.992179
16,87,0.005006,0.997494
16,88,0.004878,0.997558
16,89,0.016698,0.991616
16,90,0.015574,0.992182
16,91,0.01559,0.992174
16,92,0.015631,0.992154
16,93,0.004928,0.997533
16,94,0.015196,0.992373
16,95,0.015337,0.992302
16,96,0.01574,0.992099
16,97,0.015836,0.99205
16,98,0.016132,0.991901
16,99,0.004796,0.997599
16,100,0.00459,0.997702
17,18,0.014467,0.99274
17,19,0.013911,0.99302
17,20,0.014521,0.992713
17,21,0.014921,0.992511
17,22,0.014307,0.992821
17,23,0.015308,0.992317
17,24,0.014801,0.992572
17,25,0.014678,0.992634
17,26,0.014093,0.992929
17,27,0.004644,0.997675
17,28,0.01474,0.992603
17,29,0.014853,0.992545
17,30,0.014131,0.992909
17,31,0.014617,0.992665
17,32,0.014685,0.992631
17,33,0.014636,0.992655
17,34,0.004211,0.997892
17,35,0.014465,0.992741
17,36,0.014346,0.992801
17,37,0.01409,0.99293
17,38,0.014944,0.9925
17,39,0.014852,0.992546
17,40,0.004444,0.997775
17,41,0.004527,0.997734
17,42,0.004611,0.997692
17,43,0.004459,0.997768
17,44,0.014277,0.992836
17,45,0.004596,0.997699
17,46,0.004526,0.997735
17,47,0.014335,0.992807
17,48,0.004516,0.99774
17,49,0.00452,0.997738
17,50,0.014593,0.992677
17,51,0.014834,0.992555
17,52,0.004758,0.997618
17,53,0.004465,0.997765
17,54,0.015104,0.992419
17,55,0.0114,0.994284
17,56,0.014529,0.992709
17,57,0.014422,0.992763
17,58,0.004524,0.997735
17,59,0.015047,0.992448
17,60,0.004471,0.997762
17,61,0.004297,0.997849
17,62,0.004676,0.997659
17,63,0.014797,0.992574
17,64,0.004661,0.997667
17,65,0.014709,0.992618
17,66,0.014389,0.992779
17,67,0.014903,0.992521
17,68,0.014761,0.992592
17,69,0.014473,0.992737
17,70,0.01536,0.99229
17,71,0.004462,0.997766
17,72,0.015281,0.99233
17,73,0.015372,0.992284
17,74,0.01456,0.992693
17,75,0.014892,0.992526
17,76,0.014496,0.992725
17,77,0.014605,0.992671
17,78,0.014735,0.992605
17,79,0.014343,0.992803
17,80,0.014919,0.992513
17,81,0.004576,0.99771
17,82,0.015361,0.99229
17,83,0.004773,0.997611
17,84,0.014395,0.992776
17,85,0.014886,0.992529
17,86,0.01431,0.992819
17,87,0.004735,0.99763
17,88,0.004707,0.997644
17,89,0.015904,0.992016
17,90,0.014878,0.992533
17,91,0.014667,0.992639
17,92,0.014613,0.992667
17,93,0.004571,0.997712
17,94,0.014461,0.992743
17,95,0.014386,0.992781
17,96,0.014722,0.992612
17,97,0.015022,0.992461
17,98,0.015428,0.992256
17,99,0.00432,0.997838
17,100,0.004332,0.997832
18,19,0.005733,0.997129
18,20,0.005724,0.997134
18,21,0.005888,0.997052
18,22,0.005743,0.997124
18,23,0.00614,0.996925
18,24,0.005913,0.997039
18,25,0.005797,0.997097
18,26,0.005534,0.997229
18,27,0.013982,0.992985
18,28,0.005943,0.997024
18,29,0.006229,0.996881
18,30,0.005862,0.997065
18,31,0.006353,0.996819
18,32,0.006488,0.996751
18,33,0.006351,0.996819
18,34,0.013446,0.993254
18,35,0.005942,0.997024
18,36,0.005857,0.997067
18,37,0.006396,0.996797
18,38,0.005753,0.997119
18,39,0.006241,0.996874
18,40,0.014102,0.992924
18,41,0.014627,0.99266
18,42,0.014157,0.992896
18,43,0.01456,0.992693
18,44,0.006108,0.996941
18,45,0.014363,0.992793
18,46,0.013656,0.993149
18,47,0.005609,0.997192
18,48,0.014451,0.992748
18,49,0.01438,0.992784
18,50,0.006363,0.996814
18,51,0.006477,0.996756
18,52,0.014366,0.992791
18,53,0.014364,0.992792
18,54,0.005874,0.997059
18,55,0.006946,0.996521
18,56,0.006227,0.996882
18,57,0.006152,0.996919
18,58,0.014499,0.992724
18,59,0.005883,0.997054
18,60,0.014421,0.992763
18,61,0.013761,0.993096
18,62,0.01505,0.992446
18,63,0.005974,0.997008
18,64,0.014731,0.992607
18,65,0.005992,0.996999
18,66,0.006369,0.99681
18,67,0.006225,0.996882
18,68,0.006338,0.996826
18,69,0.006531,0.996729
18,70,0.005955,0.997018
18,71,0.013654,0.99315
18,72,0.006266,0.996862
18,73,0.005679,0.997157
18,74,0.006015,0.996988
18,75,0.005977,0.997007
18,76,0.006003,0.996994
18,77,0.006967,0.996511
18,78,0.005887,0.997052
18,79,0.005773,0.997109
18,80,0.005945,0.997023
18,81,0.014138,0.992906
18,82,0.00572,0.997136
18,83,0.013503,0.993226
18,84,0.006302,0.996844
18,85,0.006106,0.996942
18,86,0.005796,0.997098
18,87,0.013542,0.993206
18,88,0.013648,0.993153
18,89,0.006397,0.996796
18,90,0.005965,0.997013
18,91,0.006101,0.996945
18,92,0.006098,0.996946
18,93,0.014419,0.992764
18,94,0.005847,0.997072
18,95,0.005889,0.997051
18,96,0.006043,0.996974
18,97,0.005747,0.997123
18,98,0.006406,0.996792
18,99,0.013763,0.993094
18,100,0.013403,0.993276
19,20,0.005651,0.997171
19,21,0.005758,0.997117
19,22,0.005401,0.997296
19,23,0.006213,0.996889
19,24,0.005983,0.997004
19,25,0.005596,0.997198
19,26,0.005641,0.997175
19,27,0.013272,0.993342
19,28,0.005775,0.997108
19,29,0.006231,0.99688
19,30,0.005763,0.997114
19,31,0.006228,0.996881
19,32,0.005883,0.997054
19,33,0.006226,0.996882
19,34,0.012825,0.993567
19,35,0.006161,0.996915
19,36,0.005532,0.99723
19,37,0.005815,0.997088
19,38,0.005751,0.997121
19,39,0.005949,0.997021
19,40,0.013458,0.993248
19,41,0.014048,0.992951
19,42,0.01379,0.993081
19,43,0.013652,0.99315
19,44,0.006066,0.996962
19,45,0.013662,0.993146
19,46,0.013267,0.993344
19,47,0.005268,0.997363
19,48,0.014084,0.992933
19,49,0.014045,0.992953
19,50,0.006124,0.996933
19,51,0.005927,0.997032
19,52,0.013721,0.993116
19,53,0.013876,0.993038
19,54,0.006079,0.996956
19,55,0.006282,0.996854
19,56,0.00605,0.99697
19,57,0.006006,0.996993
19,58,0.013978,0.992987
19,59,0.006208,0.996891
19,60,0.014241,0.992854
19,61,0.01332,0.993318
19,62,0.01448,0.992733
19,63,0.005801,0.997095
19,64,0.014488,0.992729
19,65,0.006475,0.996757
19,66,0.00638,0.996805
19,67,0.006014,0.996989
19,68,0.005937,0.997027
19,69,0.005941,0.997025
19,70,0.0058,0.997096
19,71,0.013122,0.993417
19,72,0.005753,0.997119
19,73,0.005844,0.997074
19,74,0.00527,0.997362
19,75,0.00592,0.997036
19,76,0.005654,0.997169
19,77,0.006351,0.99682
19,78,0.005837,0.997077
19,79,0.005541,0.997226
19,80,0.005882,0.997054
19,81,0.013546,0.993204
19,82,0.006076,0.996957
19,83,0.013275,0.99334
19,84,0.006188,0.996901
19,85,0.005385,0.997304
19,86,0.006058,0.996966
19,87,0.013193,0.993382
19,88,0.013239,0.993359
19,89,0.006434,0.996778
19,90,0.006043,0.996974
19,91,0.005806,0.997093
19,92,0.006056,0.996967
19,93,0.013667,0.993143
19,94,0.005637,0.997178
19,95,0.006025,0.996983
19,96,0.005518,0.997237
19,97,0.005835,0.997078
19,98,0.005503,0.997245
19,99,0.013066,0.993446
19,100,0.012842,0.993558
20,21,0.005494,0.997249
20,22,0.005768,0.997112
20,23,0.006012,0.99699
20,24,0.005553,0.99722
20,25,0.005361,0.997316
20,26,0.005432,0.99728
20,27,0.014129,0.99291
20,28,0.00573,0.997131
20,29,0.005944,0.997024
20,30,0.005551,0.997221
20,31,0.005568,0.997212
20,32,0.005329,0.997332
20,33,0.005827,0.997082
20,34,0.013392,0.993282
20,35,0.006194,0.996898
20,36,0.005765,0.997113
20,37,0.005916,0.997038
20,38,0.005961,0.997015
20,39,0.005674,0.997159
20,40,0.01391,0.993021
20,41,0.014454,0.992747
20,42,0.013919,0.993016
20,43,0.014373,0.992787
20,44,0.005821,0.997085
20,45,0.01451,0.992719
20,46,0.013997,0.992977
20,47,0.005518,0.997237
20,48,0.014667,0.992639
20,49,0.014502,0.992722
20,50,0.006173,0.996909
20,51,0.005837,0.997077
20,52,0.014371,0.992788
20,53,0.014447,0.99275
20,54,0.005725,0.997133
20,55,0.006265,0.996863
20,56,0.00622,0.996885
20,57,0.00581,0.997091
20,58,0.014444,0.992751
20,59,0.005705,0.997143
20,60,0.014429,0.992759
20,61,0.014027,0.992962
20,62,0.014984,0.99248
20,63,0.005889,0.997051
20,64,0.014932,0.992506
20,65,0.006148,0.996921
20,66,0.005748,0.997122
20,67,0.005857,0.997067
20,68,0.006175,0.996908
20,69,0.005781,0.997105
20,70,0.005895,0.997048
20,71,0.013798,0.993077
20,72,0.005663,0.997165
20,73,0.005654,0.997169
20,74,0.005946,0.997023
20,75,0.005622,0.997185
20,76,0.005722,0.997135
20,77,0.00634,0.996825
20,78,0.006214,0.996888
20,79,0.005301,0.997346
20,80,0.005871,0.99706
20,81,0.014042,0.992954
20,82,0.006226,0.996882
20,83,0.013375,0.99329
20,84,0.00632,0.996835
20,85,0.005724,0.997134
20,86,0.006057,0.996967
20,87,0.013589,0.993182
20,88,0.013934,0.993008
20,89,0.005652,0.99717
20,90,0.005985,0.997003
20,91,0.005539,0.997227
20,92,0.006132,0.996929
20,93,0.014347,0.992801
20,94,0.005774,0.997109
20,95,0.005594,0.997199
20,96,0.005408,0.997292
20,97,0.005988,0.997002
20,98,0.005742,0.997125
20,99,0.013643,0.993155
20,100,0.013423,0.993266
21,22,0.005446,0.997273
21,23,0.00592,0.997036
21,24,0.005764,0.997114
21,25,0.005384,0.997304
21,26,0.005828,0.997082
21,27,0.014044,0.992953
21,28,0.006119,0.996936
21,29,0.006023,0.996984
21,30,0.005728,0.997132
21,31,0.005414,0.997289
21,32,0.006115,0.996938
21,33,0.005802,0.997095
21,34,0.013945,0.993003
21,35,0.005985,0.997003
21,36,0.00582,0.997086
21,37,0.006355,0.996817
21,38,0.005747,0.997123
21,39,0.005714,0.997139
21,40,0.014392,0.992778
21,41,0.014987,0.992478
21,42,0.014307,0.992821
21,43,0.014617,0.992664
21,44,0.006002,0.996995
21,45,0.01464,0.992653
21,46,0.014455,0.992746
21,47,0.005763,0.997114
21,48,0.01485,0.992547
21,49,0.014756,0.992595
21,50,0.006503,0.996743
21,51,0.005823,0.997084
21,52,0.014622,0.992662
21,53,0.014793,0.992576
21,54,0.006358,0.996816
21,55,0.006519,0.996735
21,56,0.006102,0.996944
21,57,0.005776,0.997108
21,58,0.014824,0.992561
21,59,0.006043,0.996974
21,60,0.014807,0.992569
21,61,0.014247,0.992851
21,62,0.01528,0.992331
21,63,0.006031,0.99698
21,64,0.015174,0.992384
21,65,0.006093,0.996949
21,66,0.005889,0.997051
21,67,0.005954,0.997019
21,68,0.006252,0.996869
21,69,0.006214,0.996888
21,70,0.006,0.996995
21,71,0.013965,0.992993
21,72,0.005777,0.997108
21,73,0.005934,0.997029
21,74,0.005482,0.997255
21,75,0.005667,0.997163
21,76,0.005906,0.997043
21,77,0.005946,0.997023
21,78,0.006004,0.996993
21,79,0.005797,0.997097
21,80,0.006047,0.996972
21,81,0.014321,0.992814
21,82,0.006033,0.996979
21,83,0.014053,0.992949
21,84,0.006246,0.996872
21,85,0.005491,0.997251
21,86,0.006041,0.996975
21,87,0.013894,0.993029
21,88,0.014108,0.992921
21,89,0.006028,0.996982
21,90,0.006117,0.996937
21,91,0.00586,0.997066
21,92,0.006038,0.996977
21,93,0.014576,0.992685
21,94,0.006247,0.996872
21,95,0.005899,0.997046
21,96,0.005734,0.997129
21,97,0.005753,0.99712
21,98,0.005601,0.997196
21,99,0.013989,0.992981
21,100,0.013944,0.993004
22,23,0.006196,0.996897
22,24,0.005617,0.997187
22,25,0.005674,0.997159
22,26,0.005596,0.997198
22,27,0.013767,0.993093
22,28,0.006125,0.996933
22,29,0.005895,0.997048
22,30,0.005863,0.997064
22,31,0.005501,0.997245
22,32,0.006007,0.996992
22,33,0.005811,0.99709
22,34,0.013343,0.993306
22,35,0.005813,0.997089
22,36,0.005721,0.997135
22,37,0.006028,0.996982
22,38,0.005354,0.99732
22,39,0.005761,0.997115
22,40,0.013945,0.993003
22,41,0.014412,0.992768
22,42,0.014002,0.992974
22,43,0.014053,0.992948
22,44,0.005546,0.997223
22,45,0.014052,0.992949
22,46,0.013783,0.993085
22,47,0.005573,0.99721
22,48,0.014239,0.992855
22,49,0.014404,0.992772
22,50,0.006008,0.996991
22,51,0.005966,0.997012
22,52,0.014402,0.992773
22,53,0.014393,0.992777
22,54,0.005922,0.997034
22,55,0.00623,0.99688
22,56,0.005639,0.997177
22,57,0.006053,0.996969
22,58,0.014475,0.992736
22,59,0.006178,0.996906
22,60,0.014492,0.992728
22,61,0.013863,0.993044
22,62,0.014931,0.992506
22,63,0.005871,0.99706
22,64,0.014872,0.992536
22,65,0.005818,0.997087
22,66,0.00614,0.996925
22,67,0.005883,0.997054
22,68,0.0059,0.997045
22,69,0.006149,0.996921
22,70,0.005648,0.997172
22,71,0.013444,0.993255
22,72,0.005671,0.997161
22,73,0.005853,0.997069
22,74,0.005305,0.997344
22,75,0.005783,0.997104
22,76,0.005577,0.997208
22,77,0.00627,0.99686
22,78,0.005737,0.997127
22,79,0.005401,0.997296
22,80,0.005822,0.997085
22,81,0.013763,0.993094
22,82,0.005628,0.997182
22,83,0.013767,0.993093
22,84,0.005829,0.997081
22,85,0.005581,0.997206
22,86,0.005674,0.997159
22,87,0.013338,0.993309
22,88,0.013728,0.993112
22,89,0.00603,0.996981
22,90,0.006066,0.996963
22,91,0.005938,0.997027
22,92,0.005916,0.997037
22,93,0.014023,0.992964
22,94,0.005754,0.997119
22,95,0.005684,0.997154
22,96,0.005534,0.997229
22,97,0.005761,0.997115
22,98,0.005632,0.99718
22,99,0.013385,0.993285
22,100,0.013474,0.99324
23,24,0.006463,0.996763
23,25,0.006152,0.996919
23,26,0.00622,0.996885
23,27,0.014578,0.992684
23,28,0.006181,0.996905
23,29,0.006596,0.996696
23,30,0.006168,0.996911
23,31,0.00613,0.99693
23,32,0.006341,0.996824
23,33,0.006602,0.996694
23,34,0.01411,0.99292
23,35,0.006137,0.996927
23,36,0.006344,0.996823
23,37,0.006798,0.996595
23,38,0.0063,0.996845
23,39,0.006132,0.996929
23,40,0.014686,0.99263
23,41,0.015065,0.992439
23,42,0.014749,0.992598
23,43,0.015012,0.992466
23,44,0.006448,0.996771
23,45,0.015104,0.992419
23,46,0.014759,0.992593
23,47,0.006137,0.996927
23,48,0.015194,0.992374
23,49,0.015404,0.992268
23,50,0.006407,0.996791
23,51,0.006474,0.996758
23,52,0.014966,0.992489
23,53,0.015118,0.992412
23,54,0.006608,0.996691
23,55,0.006693,0.996648
23,56,0.00642,0.996785
23,57,0.006474,0.996758
23,58,0.015164,0.992389
23,59,0.006102,0.996944
23,60,0.015057,0.992443
23,61,0.014846,0.992549
23,62,0.015892,0.992022
23,63,0.00668,0.996655
23,64,0.015694,0.992122
23,65,0.006629,0.99668
23,66,0.006764,0.996612
23,67,0.006459,0.996765
23,68,0.006512,0.996739
23,69,0.006727,0.996631
