"Eigen.1" "Eigen.2" "Eigen.3" "Eigen.4" "Eigen.5" "Eigen.6" "Eigen.7" "Eigen.8" "Eigen.9" "Eigen.10"
"Acentrogobius_nebulosus" 1.13421540490286 -0.393316832610916 0.318080980693113 -2.22624193083403 -3.43854062354528 0.225937961732135 0.248206947758192 0.0926397917503029 0.00332286721563142 -0.686482017679883
"Acentrogobius_pellidebilis" 1.13423624287768 -0.39333147096678 0.318105409279544 -2.22646455792456 -3.4390869944393 0.225977039643448 0.248255823108152 0.0926623135118332 0.00332375669457753 -0.686681891245929
"Acentrogobius_simplex" 1.13425538547983 -0.393344918338248 0.318127850303879 -2.22666907138796 -3.43958890960106 0.226012937939219 0.248300721615962 0.0926830027020859 0.00332457379669877 -0.68686550092645
"Acentrogobius_viridipunctatus" 1.13427043290214 -0.393355488860487 0.318145490252673 -2.22682982989699 -3.43998343579203 0.226041155391178 0.248336013367291 0.0926992649159389 0.00332521605508931 -0.687009820892108
"Acentronichthys_leptos" 1.13427357543169 -0.39335769641152 0.31814917413224 -2.22686340199147 -3.44006582514254 0.22604704804369 0.248343383282586 0.0927026608693195 0.00332535017337223 -0.687039957956631
"Acestridium_dichromum" 1.13427357543169 -0.393357696411519 0.31814917413224 -2.22686340199148 -3.44006582514254 0.22604704804369 0.248343383282581 0.0927026608693223 0.00332535017337407 -0.687039957956631
"Acestridium_discus" 1.13098297058211 -0.391043667732778 0.3142789644913 -2.19154690118505 -3.35310556953964 0.219822503541355 0.240547757526685 0.0891010769891596 0.00318291110676655 -0.654990193105683
"Acestridium_martini" 1.13098874573816 -0.391047712860265 0.314285673418623 -2.19160781913135 -3.35325367775253 0.219833072687263 0.240560925378833 0.0891070990995405 0.00318314798249108 -0.655043213894974
"Acestridium_triplax" 1.13098874573816 -0.391047712860265 0.314285673418623 -2.19160781913135 -3.35325367775253 0.219833072687265 0.240560925378833 0.0891070990995383 0.00318314798249097 -0.655043213894975
"Acestrocephalus_anomalus" 1.13056488594363 -0.39075071991704 0.313792733816499 -2.18712988651792 -3.3423543784243 0.219055079542822 0.239591198842476 0.0886632184880678 0.00316568002913152 -0.651131539887839
"Acestrocephalus_boehlkei" 1.13068979409675 -0.390838219245067 0.313937885065304 -2.18844804787394 -3.34556022799221 0.219283869715004 0.239876280537956 0.0887936289710143 0.00317081032418122 -0.652280019365323
"Acestrocephalus_pallidus" 1.13073025659967 -0.390866564003977 0.313984907123163 -2.18887507645256 -3.34659883341538 0.219357992097608 0.23996864164052 0.0888358809712688 0.00317247253113563 -0.652652131317032
"Acestrocephalus_sardina" 1.13090155001414 -0.39098655612154 0.314183958334835 -2.19068270964177 -3.35099504899271 0.21967173347485 0.240359573771909 0.0890147107776092 0.00317950758261658 -0.654227005340187
"Acestrorhynchus_abbreviatus" 1.13090155001414 -0.390986556121539 0.314183958334835 -2.19068270964177 -3.35099504899271 0.219671733474849 0.240359573771906 0.0890147107776086 0.00317950758261516 -0.654227005340186
"Acestrorhynchus_altus" 1.1349174314242 -0.394575332407405 0.324027647067401 -2.31248836653893 -4.15239176583869 0.300985630051159 0.50820746949474 0.00503711882664718 0.00122287240823663 -0.322262360641798
"Acestrorhynchus_britskii" 1.1349174314242 -0.394575332407406 0.324027647067402 -2.31248836653893 -4.15239176583869 0.300985630051159 0.50820746949474 0.0050371188266471 0.00122287240823721 -0.322262360641796
"Acestrorhynchus_falcatus" 1.16651926684846 -0.418805132242382 0.374602363217212 -2.85734053835075 -6.79085796177582 0.551459210458342 1.24758599593743 -0.183863267780707 -0.0027183130471707 0.275507618384197
"Acestrorhynchus_falcirostris" 1.16651926684847 -0.418805132242382 0.374602363217213 -2.85734053835075 -6.79085796177582 0.551459210458342 1.24758599593743 -0.183863267780708 -0.00271831304716651 0.2755076183842
"Acestrorhynchus_grandoculis" 1.16691337758429 -0.419091992908867 0.375132711653482 -2.86261309017681 -6.81081824909981 0.553224603604301 1.25213766544491 -0.184693062308296 -0.0027318351376792 0.276999768629708
"Acestrorhynchus_heterolepis" 1.16712774095573 -0.41924799084105 0.37542100300395 -2.86547850210863 -6.8216592285772 0.55418329753901 1.25460882953659 -0.185143353694977 -0.00273917108688003 0.277809086899117
"Acestrorhynchus_isalineae" 1.16712774095573 -0.41924799084105 0.37542100300395 -2.86547850210863 -6.82165922857719 0.554183297539011 1.25460882953659 -0.185143353694976 -0.00273917108687633 0.27780908689912
"Acestrorhynchus_lacustris" 1.16700527095362 -0.41915886308115 0.375256278850863 -2.8638411909637 -6.81546396753571 0.553635421535932 1.25319654246029 -0.184885987269992 -0.0027349779969826 0.27734647591911
"Acestrorhynchus_maculipinna" 1.16700527095362 -0.419158863081151 0.375256278850863 -2.8638411909637 -6.8154639675357 0.553635421535932 1.25319654246029 -0.184885987269992 -0.00273497799697867 0.277346475919111
"Acestrorhynchus_microlepis" 1.18714153118654 -0.434684602549628 0.408051753394993 -3.21966416098858 -8.57034767337851 0.720969600086545 1.7509307141841 -0.313960825211085 -0.00544976615295666 0.692322529694844
"Acestrorhynchus_minimus" 1.18720841894886 -0.434734222372762 0.40814789376205 -3.22065204051487 -8.57452738695143 0.721352362129095 1.7519891742118 -0.314195207673043 -0.00545424644956326 0.692941684831709
"Acestrorhynchus_nasutus" 1.18720841894886 -0.434734222372764 0.408147893762048 -3.22065204051487 -8.57452738695143 0.721352362129095 1.7519891742118 -0.314195207673042 -0.00545424644956213 0.69294168483171
"Acestrorhynchus_pantaneiro" 1.18777906714644 -0.435158034702173 0.40897102434459 -3.22912197854941 -8.61049261845484 0.724648750803904 1.7611181151954 -0.316222426200862 -0.00549305589423538 0.698312704980102
"Acheilognathus_asmussii" 1.1880091759741 -0.435328845039253 0.409302413321957 -3.23252977152706 -8.62493949329327 0.725972366089409 1.7647812931995 -0.317034857897412 -0.00550859873167264 0.700462362564639
"Acheilognathus_barbatulus" 1.1880091759741 -0.435328845039252 0.40930241332196 -3.23252977152706 -8.62493949329327 0.725972366089409 1.7647812931995 -0.317034857897413 -0.005508598731669 0.700462362564639
"Acheilognathus_barbatus" 1.18798093867195 -0.435307884041107 0.409261745357364 -3.23211155875466 -8.62316643650155 0.725809917331616 1.76433169696257 -0.316935140523368 -0.00550669096806711 0.700198502683542
"Acheilognathus_cyanostigma" 1.18798093867195 -0.435307884041105 0.409261745357363 -3.23211155875466 -8.62316643650155 0.725809917331614 1.76433169696256 -0.316935140523368 -0.00550669096806185 0.70019850268354
"Acheilognathus_deignani" 1.1879605679872 -0.435292763603703 0.409232413351985 -3.23180994604316 -8.62188799413822 0.725692791551696 1.76400756593812 -0.316863262658767 -0.00550531594574327 0.700008341813802
"Acheilognathus_elongatoides" 1.20630801261272 -0.449477462199273 0.439365980980945 -3.5598475511928 -10.2536111233927 0.881602305371803 2.22938484822612 -0.438368346591934 -0.00807017314705548 1.09343093903915
"Acheilognathus_elongatus" 1.20630801261272 -0.449477462199273 0.439365980980947 -3.55984755119281 -10.2536111233927 0.881602305371803 2.22938484822612 -0.438368346591935 -0.00807017314705473 1.09343093903915
"Acheilognathus_gracilis" 1.22216732310745 -0.461691631256138 0.465104867880785 -3.83871873586972 -11.6241222950312 1.01217519269589 2.61721645295352 -0.538665608362308 -0.0101766050744683 1.41496569323259
"Acheilognathus_hondae" 1.22217704174799 -0.461699068045161 0.465120325040816 -3.83888483667375 -11.6249213118377 1.01225092076961 2.61743936577402 -0.538722241038617 -0.0101777830276417 1.41514382267549
"Acheilognathus_hypselonotus" 1.22217704174799 -0.461699068045162 0.465120325040817 -3.83888483667376 -11.6249213118377 1.01225092076961 2.61743936577402 -0.538722241038618 -0.0101777830276424 1.41514382267549
"Acheilognathus_imberbis" 1.22262834933702 -0.462044687940361 0.46583989108671 -3.84662481305856 -11.6622470940512 1.01579064387857 2.62786949113584 -0.541377305462603 -0.0102330658842858 1.42351203311993
"Acheilognathus_longipinnis" 1.22262834933702 -0.462044687940361 0.465839891086709 -3.84662481305857 -11.6622470940512 1.01579064387857 2.62786949113584 -0.541377305462602 -0.0102330658842852 1.42351203311993
"Acheilognathus_macropterus" 1.22267347818253 -0.462079250598308 0.465911858399687 -3.84739898453025 -11.6659812270354 1.01614477982576 2.62891306704448 -0.541642995108183 -0.010238598424468 1.42434956170503
"Acheilognathus_majusculus" 1.22277003753095 -0.462153182540624 0.466065715857513 -3.84905353031502 -11.6739551497823 1.01690085761186 2.63114034499989 -0.542209682263991 -0.0102503946635736 1.42613471544365
"Acheilognathus_melanogaster" 1.22277359561517 -0.462155906646227 0.466071384084066 -3.84911447985069 -11.674248826554 1.01692870225098 2.63122236339593 -0.542230546688944 -0.0102508289410892 1.42620043004807
"Acheilognathus_meridianus" 1.22278563607804 -0.462165124933791 0.466090565124082 -3.84932073013429 -11.675242609928 1.01702292662041 2.63149990755703 -0.542301150095581 -0.0102522984957549 1.42642280173229
"Acheilognathus_omeiensis" 1.22278563607804 -0.462165124933791 0.466090565124082 -3.84932073013429 -11.675242609928 1.01702292662041 2.63149990755703 -0.54230115009558 -0.0102522984957555 1.42642280173229
"Acheilognathus_polylepis" 1.22282413002094 -0.462194603434779 0.466151934226487 -3.84998081924932 -11.6784255665485 1.01732476972219 2.63238928214935 -0.542527529989751 -0.0102570119142737 1.42713624856133
"Acheilognathus_rhombeus" 1.22282413002094 -0.46219460343478 0.466151934226487 -3.84998081924933 -11.6784255665485 1.01732476972219 2.63238928214935 -0.542527529989752 -0.010257011914274 1.42713624856133
"Acheilognathus_tonkinensis" 1.22291794257078 -0.462266437225116 0.466301447014925 -3.85158878049717 -11.6861766557197 1.01805975664772 2.63455462044002 -0.543078551279892 -0.010268483085551 1.42887235862206
"Acheilognathus_typus" 1.22291794257078 -0.462266437225116 0.466301447014927 -3.85158878049717 -11.6861766557197 1.01805975664772 2.63455462044002 -0.543078551279893 -0.0102684830855506 1.42887235862206
"Acheilognathus_yamatsutae" 1.22293752086317 -0.462281428862537 0.466332651146681 -3.85192437685321 -11.6877944542347 1.01821316397267 2.63500658084369 -0.543193567402545 -0.0102708775393659 1.42923475507037
"Achiroides_leucorhynchos" 1.22293752086318 -0.462281428862539 0.466332651146679 -3.85192437685322 -11.6877944542347 1.01821316397267 2.63500658084369 -0.543193567402545 -0.0102708775393668 1.42923475507037
"Achiroides_melanorhynchus" 1.22294794096038 -0.462289407680886 0.466349257946924 -3.85210297704719 -11.6886553802874 1.01829480001826 2.63524708732699 -0.543254769580751 -0.0102721516434756 1.42942758441317
"Achirus_achirus" 1.22294794096038 -0.462289407680885 0.466349257946924 -3.85210297704719 -11.6886553802875 1.01829480001826 2.63524708732699 -0.543254769580751 -0.0102721516434762 1.42942758441317
"Achirus_mazatlanus" 1.22294846357546 -0.462289807848197 0.466350090810701 -3.85211193401748 -11.6886985543309 1.01829889388313 2.6352591479364 -0.543257838545063 -0.0102722155316688 1.42943725337581
"Achirus_novoae" 1.22294846357546 -0.462289807848196 0.466350090810703 -3.85211193401749 -11.6886985543309 1.01829889388313 2.6352591479364 -0.543257838545063 -0.0102722155316691 1.42943725337581
"Achondrostoma_arcasii" 1.22556139658398 -0.464316291576194 0.470683645868662 -3.89947018028266 -11.926582000125 1.04108138652532 2.70353283113608 -0.561219655237522 -0.0106529077939089 1.48805699341381
"Achondrostoma_oligolepis" 1.22556620138457 -0.464319978889541 0.470691357828449 -3.89955336517414 -11.9269861630498 1.04111978628977 2.7036463495154 -0.561248743182218 -0.0106535156796825 1.48814934292864
"Acinocheirodon_melanogramma" 1.22556620138457 -0.464319978889538 0.470691357828448 -3.89955336517414 -11.9269861630498 1.04111978628977 2.7036463495154 -0.561248743182219 -0.0106535156796819 1.48814934292864
"Acipenser_baerii" 1.22655796209726 -0.465084446527158 0.472305262704895 -3.91705841305059 -12.0132565331422 1.04934463883163 2.72810469000858 -0.567588457620539 -0.01078682696548 1.50852294541829
"Acipenser_brevirostrum" 1.22655796209726 -0.465084446527159 0.472305262704897 -3.91705841305059 -12.0132565331422 1.04934463883163 2.72810469000859 -0.56758845762054 -0.0107868269654803 1.50852294541829
"Acipenser_dabryanus" 1.22652941701445 -0.46506252160766 0.472259323499795 -3.91656235475183 -12.0108396407368 1.04911485290022 2.72742460056985 -0.567413794328666 -0.0107831723244173 1.50796707566112
"Acipenser_fulvescens" 1.22658263301103 -0.465103397494411 0.472344978173784 -3.91748731447933 -12.0153468173111 1.04954338596512 2.72869298288395 -0.567739578978319 -0.0107899893912416 1.50900400376373
"Acipenser_gueldenstaedtii" 1.22658263301103 -0.465103397494413 0.472344978173784 -3.91748731447933 -12.0153468173111 1.04954338596512 2.72869298288395 -0.567739578978319 -0.0107899893912403 1.50900400376373
"Acipenser_medirostris" 1.22657796246187 -0.465099810135788 0.472337461588706 -3.91740614925241 -12.0149513641152 1.04950578826096 2.72858170621291 -0.567711000431971 -0.0107893914156764 1.50891305182406
"Acipenser_naccarii" 1.22935581938872 -0.467242683800738 0.476868725461533 -3.96660084145195 -12.2579866282686 1.07268975487364 2.7975924069354 -0.585633150164258 -0.0111666424287054 1.56662361071332
"Acipenser_nudiventris" 1.2294078159634 -0.467282716788866 0.476953031986572 -3.96751392766779 -12.2624697903617 1.07311678610594 2.79886031926342 -0.585960816067119 -0.0111735215220707 1.56767330427481
"Acipenser_oxyrinchus" 1.22940862329372 -0.467283338351815 0.476954340892748 -3.96752810346613 -12.2625393874022 1.07312341527278 2.79888000159654 -0.585965902291949 -0.011173628300427 1.56768959734289
"Acipenser_persicus" 1.22940862329372 -0.46728333835181 0.47695434089275 -3.96752810346613 -12.2625393874022 1.07312341527278 2.79888000159654 -0.58596590229195 -0.0111736283004273 1.56768959734289
"Acipenser_ruthenus" 1.22944277744416 -0.467309649216076 0.477009816215318 -3.9681293548438 -12.2654967489671 1.07340523072063 2.79971735691864 -0.586182602808479 -0.0111781811500982 1.56838481936257
"Acipenser_schrenckii" 1.22944277744416 -0.467309649216078 0.477009816215315 -3.9681293548438 -12.2654967489671 1.07340523072063 2.79971735691864 -0.586182602808479 -0.0111781811500986 1.56838481936257
"Acipenser_sinensis" 1.22953585170196 -0.467381327186598 0.477160847160837 -3.96976562693127 -12.2735372121421 1.07417125149119 2.80199252621413 -0.586770948687409 -0.0111905372106406 1.57027086473589
"Acipenser_stellatus" 1.22954804111469 -0.467390713690764 0.477180621891094 -3.96997984546679 -12.2745895936488 1.07427150661431 2.80229026490345 -0.586847927023591 -0.0111921536902559 1.57051758157281
"Acipenser_sturio" 1.2296213140418 -0.467447137694914 0.477299491013437 -3.97126754528017 -12.2809155837367 1.0748741512956 2.80408000140454 -0.587310649451335 -0.011201870446478 1.57200060821738
"Acipenser_transmontanus" 1.22962636122012 -0.467451024208925 0.477307678431507 -3.97135623672862 -12.2813512643411 1.07491565573079 2.8042032582754 -0.587342514979417 -0.0112025395764111 1.57210273207272
"Acnodon_normani" 1.22962636122012 -0.467451024208924 0.4773076784315 -3.97135623672862 -12.2813512643411 1.07491565573079 2.8042032582754 -0.587342514979417 -0.0112025395764093 1.57210273207272
"Acnodon_oligacanthus" 1.22963158654168 -0.467455048147023 0.477316156443958 -3.97144808302804 -12.2818025291386 1.07495864673849 2.80433093981965 -0.58737552937957 -0.011203232886431 1.57220855441737
"Acnodon_senai" 1.22963158654168 -0.467455048147022 0.477316156443958 -3.97144808302804 -12.2818025291386 1.07495864673849 2.80433093981964 -0.587375529379569 -0.0112032328864331 1.57220855441737
"Acrobrycon_ipanquianus" 1.22963323064101 -0.467456314183899 0.477318823592409 -3.97147697586787 -12.2819444668101 1.07497216836584 2.80437109615917 -0.587385911367868 -0.0112034508975381 1.5722418283171
"Acrocheilus_alutaceus" 1.22963323064101 -0.467456314183898 0.477318823592409 -3.97147697586787 -12.2819444668101 1.07497216836584 2.80437109615917 -0.587385911367868 -0.0112034508975377 1.5722418283171
"Acrochordonichthys_falcifer" 1.23012255281022 -0.467834958559837 0.478124731788608 -3.98025994857537 -12.3257562292972 1.07916116354097 2.81688929106105 -0.590661539828173 -0.0112726780471103 1.58287255641288
"Acrochordonichthys_ischnosoma" 1.23012255281022 -0.467834958559836 0.478124731788609 -3.98025994857536 -12.3257562292972 1.07916116354097 2.81688929106105 -0.590661539828172 -0.0112726780471084 1.58287255641288
"Acrochordonichthys_mahakamensis" 1.23040242819078 -0.468050636241639 0.478579812279083 -3.98519435122067 -12.3500546190588 1.08147727003465 2.82377440866228 -0.592445029759856 -0.0113101681091987 1.58860014094994
"Acrochordonichthys_pachyderma" 1.23040242819078 -0.46805063624164 0.478579812279081 -3.98519435122067 -12.3500546190588 1.08147727003465 2.82377440866228 -0.592445029759856 -0.0113101681091985 1.58860014094994
"Acrochordonichthys_rugosus" 1.23040674814218 -0.46805396510572 0.478586835399622 -3.98527049734316 -12.3504295211449 1.0815130040231 2.82388062827158 -0.592472540789961 -0.011310746367592 1.58868847909217
"Acrossocheilus_beijiangensis" 1.23041284068266 -0.468058659732887 0.478596739263917 -3.9853778726674 -12.3509581236563 1.08156338679273 2.82403038516277 -0.592511324865085 -0.0113115615403303 1.58881300448322
