"Eigen.1" "Eigen.2" "Eigen.3" "Eigen.4" "Eigen.5" "Eigen.6" "Eigen.7" "Eigen.8" "Eigen.9" "Eigen.10"
"Catostomus_snyderi" -3.46971188623098 -7.64018458075309 -0.440755138508955 0.601643964520209 0.737614631349789 0.0216381572306422 1.6386047890096 0.00133167045057888 4.76568102171973 0.030915681735226
"Catostomus_tahoensis" -3.4704024124404 -7.64326632414916 -0.441122382761465 0.602297107998965 0.738888965032632 0.0216788637910684 1.64211657333863 0.00133519831017046 4.77959145497305 0.0310138946820177
"Catostomus_wigginsi" -3.47067461235976 -7.64448080523874 -0.441267030194701 0.60255428044415 0.739390318178573 0.0216948755899999 1.6434974629548 0.00133658463007638 4.78505587878966 0.0310524629934249
"Centrarchus_macropterus" -3.47067461235976 -7.64448080523874 -0.441267030194701 0.60255428044415 0.739390318178572 0.0216948755899996 1.6434974629548 0.00133658463007663 4.78505587878966 0.0310524629934242
"Centrochir_crocodili" -3.47054140226262 -7.64388646469756 -0.441196244456481 0.60242843025782 0.739144983496574 0.0216870403566806 1.64282174573671 0.00133590627304809 4.78238205175183 0.0310335911686945
"Centrodoras_brachiatus" -3.47087031184175 -7.64535424931243 -0.441371131153967 0.602739439129597 0.739751652585023 0.0217064184168457 1.64449335533426 0.00133758524446315 4.78900166685287 0.0310803240620711
"Centrodoras_hasemani" -3.47093253505746 -7.64563188796206 -0.441404202496994 0.602798241658194 0.739866307515723 0.0217100803264928 1.64480918869348 0.00133790236426706 4.79025174368217 0.0310891478271369
"Centromochlus_existimatus" -3.47093253505746 -7.64563188796206 -0.441404202496994 0.602798241658194 0.739866307515721 0.0217100803264914 1.64480918869348 0.00133790236426703 4.79025174368217 0.031089147827137
"Centromochlus_heckelii" -3.47105549198585 -7.64618062428768 -0.441469592359733 0.602914535589313 0.740093196720867 0.021717327869611 1.6454344289616 0.00133853044613611 4.79272824205562 0.0311066325550458
"Centromochlus_macracanthus" -3.47112544114731 -7.64649275382357 -0.441506776611271 0.602980655743354 0.740222142874061 0.0217214463960538 1.64578967061788 0.00133888718490428 4.79413460082569 0.0311165601576899
"Centromochlus_musaicus" -3.47112544114731 -7.64649275382357 -0.441506776611271 0.602980655743353 0.740222142874059 0.0217214463960529 1.64578967061788 0.00133888718490446 4.79413460082569 0.0311165601576884
"Centromochlus_schultzi" -3.47108960937146 -7.64633286746163 -0.441487730069286 0.602946788523645 0.740156100126906 0.0217193370312906 1.64560773323577 0.00133870449033012 4.79341439039876 0.0311114762678362
"Centropomus_ensiferus" -3.471173971238 -7.64670931336296 -0.441532577258902 0.603026535645268 0.740311625828285 0.0217243045401381 1.6460362085523 0.00133913478119268 4.79511073158051 0.0311234510188731
"Centropomus_nigrescens" -3.471173971238 -7.64670931336296 -0.441532577258902 0.603026535645268 0.740311625828284 0.0217243045401376 1.6460362085523 0.00133913478119266 4.79511073158052 0.0311234510188743
"Centropomus_parallelus" -3.47073044248105 -7.64473057042485 -0.441296944760796 0.602607640592807 0.739495206846346 0.0216982320366776 1.64378790008677 0.00133687809127799 4.78621656005423 0.0310606818440852
"Centropomus_pectinatus" -3.47085877587965 -7.64530326406951 -0.441365180251161 0.602728985786378 0.739731903652113 0.0217057925043986 1.64444008323166 0.00133753313626751 4.78879915907032 0.0310789142315895
"Centropomus_undecimalis" -3.47114030231903 -7.64655952203787 -0.441514844612498 0.60299512096342 0.74025094268738 0.0217223707689684 1.64587006542273 0.00133896920612197 4.79446065603526 0.0311188800805271
"Cephalocassis_borneensis" -3.47114030231903 -7.64655952203787 -0.441514844612498 0.602995120963419 0.740250942687379 0.021722370768967 1.64587006542273 0.00133896920612118 4.79446065603526 0.0311188800805274
"Cephalosilurus_albomarginatus" -3.47109238079747 -7.64634568752399 -0.44148937095799 0.602949824965249 0.740162610551252 0.0217195494739176 1.64562671938616 0.00133872484125201 4.79349731893186 0.0311120798977203
"Cephalosilurus_apurensis" -3.47125310120273 -7.64706318148046 -0.441574927221455 0.603102043184337 0.740459880219589 0.0217290474181899 1.64644642822905 0.00133954891177104 4.79674792761054 0.0311350390624781
"Cephalosilurus_fowleri" -3.47135317889157 -7.64750982092489 -0.441628153128158 0.603196706365889 0.740644580333665 0.0217349474072064 1.64695543016457 0.00134006025475979 4.7987641886415 0.0311492747929344
"Cephalosilurus_nigricaudus" -3.47135317889157 -7.64750982092488 -0.441628153128159 0.60319670636589 0.740644580333661 0.0217349474072051 1.64695543016457 0.00134006025475918 4.7987641886415 0.0311492747929317
"Ceratobranchia_binghami" -3.47144544726731 -7.64792162690129 -0.441677232676776 0.603284000117048 0.740814926189652 0.021740389055828 1.64742491771456 0.00134053195471183 4.80062424576586 0.0311624084027533
"Ceratobranchia_delotaenia" -3.47171473868322 -7.64912349193573 -0.441820467890502 0.603538756046381 0.741312035815053 0.0217562688983662 1.64879495195669 0.00134190839403312 4.80605185976651 0.0312007313236067
"Ceratobranchia_elatior" -3.47173998640375 -7.64923617213894 -0.441833896327341 0.603562639131832 0.741358636695833 0.0217577575132954 1.6489233793809 0.00134203741623869 4.80656061193605 0.0312043234060825
"Ceratobranchia_joanae" -3.4717579256972 -7.64931623485853 -0.44184343762066 0.603579608734495 0.741391747824226 0.0217588152118292 1.64901463019251 0.00134212908942267 4.80692209135557 0.0312068756551242
"Ceratobranchia_obtusirostris" -3.47177280790369 -7.64938265368213 -0.441851352889518 0.603593686336468 0.741419215846948 0.0217596926458144 1.64909032879014 0.00134220513791893 4.8072219595204 0.031208992886919
"Ceratoglanis_pachynema" -3.47177280790369 -7.64938265368213 -0.441851352889518 0.603593686336468 0.741419215846944 0.0217596926458141 1.64909032879014 0.00134220513791872 4.8072219595204 0.0312089928869183
"Ceratoglanis_scleronema" -3.47093751947293 -7.64568848346941 -0.441419627941109 0.60283482033773 0.739983590920691 0.0217141812761583 1.64521541646508 0.001338413254356 4.79248442706382 0.0311063953719549
"Cestraeus_goldiei" -3.47112184688607 -7.64651103575761 -0.441517630811401 0.603009100405039 0.740323547093281 0.0217250401172428 1.64615214635684 0.00133935415760452 4.79619423641876 0.031132586940236
"Cestraeus_plicatilis" -3.47112184688607 -7.64651103575761 -0.4415176308114 0.603009100405039 0.740323547093286 0.0217250401172425 1.64615214635684 0.00133935415760462 4.79619423641877 0.031132586940236
"Cetopsidium_minutum" -3.47464296330221 -7.66225677802604 -0.443401946794707 0.606368711237636 0.746920379377931 0.0219360895410193 1.66440747708445 0.00135778706799049 4.86907525129843 0.0316485121582686
"Cetopsidium_morenoi" -3.47464296330221 -7.66225677802604 -0.443401946794707 0.606368711237636 0.746920379377932 0.0219360895410184 1.66440747708444 0.00135778706798978 4.86907525129843 0.0316485121582678
"Cetopsis_amphiloxa" -3.47719257076964 -7.67365638003494 -0.44476571584408 0.608799763636 0.751691641074525 0.0220887169040501 1.67760685601301 0.00137110984750562 4.92174105307104 0.0320212626955918
"Cetopsis_baudoensis" -3.47719257076964 -7.67365638003493 -0.444765715844081 0.608799763636 0.75169164107452 0.0220887169040502 1.67760685601301 0.00137110984750524 4.92174105307104 0.0320212626955898
"Cetopsis_candiru" -3.47735228094688 -7.67437036486216 -0.444851107232269 0.608951956268083 0.751990210063979 0.0220982668073302 1.6784325964834 0.00137194302451395 4.92503405920848 0.0320445654364971
"Cetopsis_coecutiens" -3.47736022524415 -7.67440587911881 -0.444855354489941 0.608959525937353 0.752005059139387 0.0220987417562113 1.67847366224233 0.00137198445797057 4.92519781419361 0.0320457242075346
"Cetopsis_gobioides" -3.47738017345877 -7.67449505574813 -0.444866019382108 0.608978533415219 0.752042345183285 0.0220999343528968 1.67857677830012 0.00137208849718789 4.92560900192357 0.0320486338723857
"Cetopsis_montana" -3.47738017345877 -7.67449505574813 -0.444866019382109 0.60897853341522 0.752042345183284 0.0220999343528972 1.67857677830012 0.00137208849718865 4.92560900192356 0.0320486338723848
"Cetopsis_oliveirai" -3.47738399454076 -7.67451213753302 -0.444868062241109 0.608982174294299 0.752049487311834 0.0221001627943181 1.67859653013278 0.00137210842583824 4.92568776465282 0.0320491912165031
"Cetopsis_orinoco" -3.47738399454076 -7.67451213753302 -0.44486806224111 0.6089821742943 0.752049487311833 0.0221001627943188 1.67859653013278 0.0013721084258384 4.92568776465282 0.0320491912165016
"Cetopsis_othonops" -3.47696081763332 -7.67262056251999 -0.444641893043365 0.608579136848945 0.751259128057154 0.0220748850855914 1.67641122436324 0.00136990412659985 4.91697705157598 0.0319875602144509
"Cetopsis_parma" -3.47743469208424 -7.67473933069338 -0.444895372379469 0.609030993577584 0.752145981172654 0.0221032547206177 1.67886468888604 0.0013723805831113 4.92676675856452 0.0320568491977277
"Cetopsis_plumbea" -3.4774959137877 -7.67501302930637 -0.444928107991126 0.609089339891461 0.752260453032126 0.0221069162391117 1.67918129541777 0.00137270006099184 4.92802948887441 0.0320657851124861
"Cetopsorhamdia_iheringi" -3.4774959137877 -7.67501302930637 -0.444928107991126 0.60908933989146 0.752260453032124 0.0221069162391123 1.67918129541777 0.00137270006099204 4.92802948887441 0.032065785112485
"Cetopsorhamdia_insidiosa" -3.47739502292081 -7.67456198413322 -0.444874160655481 0.608993186591528 0.752071804849169 0.0221008820923906 1.67865952942223 0.00137217356007169 4.92594849763578 0.0320510586001422
"Cetopsorhamdia_molinae" -3.47789365304064 -7.67679155789412 -0.445140926159357 0.609468758736045 0.753005359637713 0.0221307468616645 1.68124247150408 0.00137478104869238 4.93625690651234 0.0321240236701471
"Cetopsorhamdia_nasus" -3.47792597414163 -7.67693607132275 -0.445158215217782 0.609499578683201 0.753065850365627 0.0221326819121094 1.68140981959306 0.00137494996686942 4.93692466260066 0.0321287498988849
"Cetopsorhamdia_orinoco" -3.47795928526194 -7.67708501085583 -0.445176033686372 0.609531342253489 0.753128192568705 0.0221346761853068 1.68158228875579 0.00137512405287698 4.9376128451363 0.0321336206832211
"Cetopsorhamdia_phantasia" -3.47796093416842 -7.67709238335343 -0.445176915690366 0.609532914522546 0.75313127840608 0.0221347748982134 1.68159082561362 0.00137513266966888 4.93764690808557 0.0321338617707972
"Cetopsorhamdia_picklei" -3.47796093416842 -7.67709238335343 -0.445176915690365 0.609532914522545 0.753131278406079 0.0221347748982102 1.68159082561362 0.00137513266966789 4.93764690808556 0.032133861770797
"Chaca_bankanensis" -3.47789703654772 -7.6768066974554 -0.445142740241182 0.609471995537321 0.753011727359077 0.0221309506732233 1.68126011432793 0.00137479888955188 4.93632750215268 0.0321245237929058
"Chaca_chaca" -3.47789703654772 -7.67680669745541 -0.445142740241182 0.60947199553732 0.753011727359079 0.0221309506732234 1.68126011432793 0.00137479888955232 4.93632750215268 0.032124523792906
"Chaenogobius_annularis" -3.4779358714575 -7.67698033804203 -0.44516351465808 0.609509029302349 0.753084417632765 0.0221332760049721 1.68146121899018 0.00137500188888282 4.93713000224503 0.0321302038218079
"Chaetobranchopsis_australis" -3.4779358714575 -7.67698033804203 -0.445163514658079 0.609509029302347 0.753084417632766 0.0221332760049705 1.68146121899017 0.00137500188888256 4.93713000224503 0.0321302038218081
"Chaetobranchopsis_orbicularis" -3.47791820854625 -7.67690136477645 -0.445154066779224 0.609492187458385 0.753051362925896 0.0221322186187981 1.68136977467502 0.00137490958883171 4.93676513244258 0.0321276213859936
"Chaetobranchus_flavescens" -3.47811763780597 -7.67779314335875 -0.445260779698172 0.609682441678175 0.753424901335316 0.0221441687627476 1.68240339296859 0.00137595317611172 4.94089114307568 0.0321568282288846
"Chaetobranchus_semifasciatus" -3.47811763780597 -7.67779314335875 -0.445260779698171 0.609682441678174 0.753424901335316 0.0221441687627501 1.68240339296859 0.00137595317611207 4.94089114307568 0.0321568282288832
"Chaetostoma_alternifasciatum" -3.47811537612348 -7.67778303157362 -0.445259570112414 0.609680285595602 0.753420670349713 0.0221440334228864 1.68239168931711 0.00137594136437461 4.94084445332999 0.0321564977937296
"Chaetostoma_anale" -3.47814954665566 -7.67793582274643 -0.445277851652809 0.609712877028564 0.753484649260844 0.0221460801435964 1.68256870761397 0.00137612006815683 4.94155094519421 0.0321614985366781
"Chaetostoma_anomalum" -3.47814954665566 -7.67793582274643 -0.445277851652809 0.609712877028563 0.753484649260843 0.0221460801435967 1.68256870761397 0.00137612006815675 4.94155094519421 0.032161498536678
"Chaetostoma_branickii" -3.47816236876432 -7.67799315615484 -0.445284711683091 0.609725106815741 0.753508657364898 0.0221468481784693 1.68263513432899 0.00137618712803752 4.94181606274356 0.0321633751208969
"Chaetostoma_breve" -3.47816236876432 -7.67799315615484 -0.445284711683092 0.609725106815741 0.753508657364897 0.0221468481784694 1.68263513432899 0.00137618712803785 4.94181606274356 0.0321633751208968
"Chaetostoma_brevilabiatum" -3.47815960499249 -7.67798079817475 -0.445283233053291 0.609722470796209 0.753503482747955 0.0221466826399615 1.68262081716281 0.0013761726746538 4.94175892257653 0.0321629706685562
"Chaetostoma_changae" -3.47438391172857 -7.66108589500795 -0.443258680065023 0.606109972103526 0.746395747794698 0.0219191778397081 1.66292581909325 0.00135625411468713 4.86293615618153 0.0316045237684824
"Chaetostoma_daidalmatos" -3.4746025763046 -7.66206264264002 -0.44337529751204 0.606317609084945 0.746802036923748 0.0219321651807773 1.66404759140136 0.00135738366526247 4.86739562552966 0.0316360476275328
"Chaetostoma_dermorhynchum" -3.47461834120909 -7.66213306112241 -0.443383704680078 0.606332577654535 0.746831324530764 0.0219331013675771 1.66412845182984 0.00135746508242398 4.8677170524152 0.0316383197287902
"Chaetostoma_dorsale" -3.47463532915715 -7.66220894250417 -0.443392764012082 0.606348707325382 0.746862883727324 0.0219341101646289 1.66421558350284 0.00135755281350184 4.86806340499571 0.0316407680176498
"Chaetostoma_dupouii" -3.47463532915715 -7.66220894250417 -0.443392764012082 0.606348707325385 0.746862883727324 0.021934110164629 1.66421558350284 0.00135755281350236 4.8680634049957 0.0316407680176469
"Chaetostoma_fischeri" -3.47461134859291 -7.66210215191571 -0.443380096116545 0.606326238058588 0.746819344497883 0.021932721662353 1.6640961328537 0.0013574334680173 4.86759419060331 0.0316374644108731
"Chaetostoma_guairense" -3.47486781466141 -7.66324787819487 -0.443516919669523 0.606569884461893 0.747296255955743 0.0219479677350354 1.66541318331978 0.00135876000420428 4.8728321025537 0.031674496076779
"Chaetostoma_jegui" -3.47493148916772 -7.66353233228627 -0.443550888689303 0.6066303735153 0.747414653016044 0.021951752665421 1.66574014495007 0.00135908931260472 4.87413238054999 0.0316836888351868
"Chaetostoma_lepturum" -3.47500768719747 -7.6638727316442 -0.443591538280815 0.606702758415602 0.74755633254069 0.0219562818797417 1.66613139978958 0.00135948337210605 4.87568832152603 0.0316946890395487
"Chaetostoma_leucomelas" -3.47502072721177 -7.66393098485019 -0.443598494616168 0.606715145478286 0.747580577271897 0.0219570569315853 1.66619835178189 0.0013595508028012 4.87595456857883 0.0316965713377925
"Chaetostoma_lineopunctatum" -3.47502140619456 -7.66393401804069 -0.443598856824654 0.606715790457056 0.747581839656915 0.0219570972872574 1.6662018378534 0.00135955431378971 4.8759684314907 0.0316966693447771
"Chaetostoma_loborhynchos" -3.47502140619456 -7.66393401804069 -0.443598856824654 0.606715790457058 0.747581839656916 0.0219570972872568 1.6662018378534 0.00135955431379046 4.8759684314907 0.0316966693447757
"Chaetostoma_marginatum" -3.47484657018431 -7.66315418576002 -0.44350603625974 0.606550823737051 0.747260541498058 0.0219468382185066 1.66531740954253 0.00135866705029705 4.87247246420489 0.0316720035200358
"Chaetostoma_marmorescens" -3.47485118866232 -7.66317481746691 -0.443508499941122 0.606555210719457 0.747269127657974 0.0219471126971851 1.66534111974004 0.00135869092937429 4.87256674837099 0.0316726700762221
"Chaetostoma_microps" -3.47490948110418 -7.663435221814 -0.443539595401638 0.606610581159838 0.747377497922444 0.0219505770297739 1.66564037771801 0.00135899231845451 4.87375675181872 0.031681082978201
"Chaetostoma_milesi" -3.47490948110418 -7.66343522181401 -0.443539595401638 0.606610581159837 0.747377497922444 0.0219505770297743 1.66564037771801 0.0013589923184551 4.87375675181872 0.0316810829782025
"Chaetostoma_mollinasum" -3.47493464870376 -7.66354849021453 -0.443553331939898 0.606635261782833 0.747426900588591 0.0219521647110923 1.66577876292316 0.00135913409679073 4.87432161545503 0.0316851106239837
"Chaetostoma_palmeri" -3.47580596429569 -7.6674423950996 -0.444018703270608 0.607464339177878 0.749051597406652 0.0220041178845194 1.67026890763964 0.00136366068421416 4.89220377434934 0.0318115946929401
"Chaetostoma_patiae" -3.47580596429569 -7.66744239509959 -0.444018703270608 0.607464339177877 0.749051597406651 0.0220041178845196 1.67026890763964 0.00136366068421444 4.89220377434933 0.0318115946929396
"Chaetostoma_paucispinis" -3.47580406277397 -7.667433898512 -0.44401768814708 0.607462531036872 0.749048055792805 0.022004004646751 1.67025912277846 0.00136365082365379 4.89216482827528 0.0318113192723441
"Chaetostoma_pearsei" -3.4759295749495 -7.66799497151518 -0.444084783641384 0.607582106207342 0.749282589110488 0.0220115059464357 1.67090767037317 0.00136430509110184 4.89475045258988 0.031829614387546
"Chaetostoma_stannii" -3.47598383070426 -7.66823741887806 -0.444113753842595 0.607633712174476 0.749383690645631 0.0220147386730595 1.67118703322163 0.00136458666053445 4.89586265719309 0.0318374803693757
"Chaetostoma_stroumpoulos" -3.47598383070426 -7.66823741887805 -0.444113753842595 0.607633712174477 0.74938369064563 0.0220147386730581 1.67118703322163 0.00136458666053519 4.89586265719309 0.0318374803693744
"Chaetostoma_taczanowskii" -3.47613999119704 -7.66893548424466 -0.444197227994747 0.607782473170516 0.749675450621279 0.022024070168669 1.67199379560586 0.0013654004985241 4.89907881115785 0.0318602363633318
"Chaetostoma_thomsoni" -3.47636755110946 -7.66995252519189 -0.444318796671291 0.607999072731465 0.750100009081158 0.022037647104703 1.67316731915522 0.00136658376614266 4.9037537388126 0.0318933061764401
"Chaetostoma_vagum" -3.47636755110946 -7.66995252519189 -0.444318796671291 0.607999072731466 0.75010000908116 0.0220376471047013 1.67316731915522 0.00136658376614182 4.9037537388126 0.0318933061764398
"Chaetostoma_vasquezi" -3.47641429632121 -7.67016145268996 -0.444343772046042 0.60804357348125 0.75018724524585 0.0220404369017063 1.67340846661398 0.00136682693754284 4.90471452106862 0.0319001029287863
"Chaetostoma_venezuelae" -3.4765687738244 -7.67085187360779 -0.444426301663222 0.608190619449346 0.750475483650758 0.022049654560036 1.67420520966801 0.00136763032340267 4.90788864547382 0.0319225566473505
"Chagunius_baileyi" -3.47659958916141 -7.67098959848449 -0.444442764379814 0.608219951391484 0.750532978569404 0.0220514931962739 1.67436413363602 0.00136779056948238 4.90852176099138 0.0319270352576819
"Chagunius_chagunio" -3.47659974559052 -7.67099029761947 -0.444442847948963 0.608220100287426 0.750533270423213 0.0220515025294699 1.67436494035326 0.00136779138290466 4.90852497470734 0.0319270579911173
"Chalceus_epakros" -3.47659974559052 -7.67099029761947 -0.444442847948964 0.608220100287427 0.750533270423211 0.0220515025294707 1.67436494035326 0.00136779138290481 4.90852497470734 0.0319270579911179
"Chalceus_erythrurus" -3.47651643234678 -7.67061793388857 -0.44439833637155 0.608140791378847 0.750377804519002 0.0220465308013839 1.67393519525892 0.00136735804351116 4.90681285570045 0.0319149463209569
"Chalceus_macrolepidotus" -3.47653600531136 -7.67070541127231 -0.444408792518458 0.60815942096668 0.750414319596658 0.0220476985083884 1.6740361250737 0.0013674598093676 4.90721491435954 0.0319177904016062
"Chalinochromis_brichardi" -3.47653600531136 -7.6707054112723 -0.444408792518458 0.608159420966679 0.750414319596657 0.0220476985083882 1.6740361250737 0.00136745980936698 4.90721491435954 0.0319177904016065
"Chalinochromis_popelini" -3.47649942461816 -7.67054192111443 -0.444389250538319 0.608124603212003 0.750346074520215 0.0220455161133753 1.67384749123941 0.0013672696124679 4.90646347933323 0.0319124748963458
"Champsochromis_caeruleus" -3.46915418578446 -7.63771159385806 -0.440464473191225 0.601131265679377 0.736635643497614 0.0216070496407664 1.6359454589574 0.00132904666011088 4.75543660726424 0.0308440406317667
"Champsochromis_spilorhynchus" -3.47030933462677 -7.64286614871411 -0.441078546188397 0.602223207155534 0.738765212123374 0.02167506871008 1.64181255812749 0.00133493882538978 4.77866592587534 0.0310080245866634
"Chanda_nama" -3.47082822948388 -7.64518147881888 -0.441354350119107 0.60271361296539 0.739721495146473 0.0217056116489706 1.64444693910857 0.00133758416780028 4.78909432930156 0.0310816382170279
"Chandramara_chandramara" -3.47082822948388 -7.64518147881889 -0.441354350119106 0.602713612965388 0.739721495146476 0.0217056116489694 1.64444693910857 0.00133758416779956 4.78909432930156 0.0310816382170302
"Channa_asiatica" -3.47096624918148 -7.64579732352566 -0.441427708811738 0.602844050487658 0.739975839866972 0.0217137351747333 1.64514760018116 0.00133828773073477 4.7918678693358 0.031101216320096
"Channa_baramensis" -3.47096624918148 -7.64579732352566 -0.441427708811739 0.60284405048766 0.739975839866971 0.0217137351747333 1.64514760018116 0.0013382877307355 4.79186786933581 0.0311012163200961
"Channa_barca" -3.47097621813791 -7.64584180465448 -0.441433007247687 0.602853471415476 0.739994209532557 0.0217143218801272 1.64519820342695 0.0013383385423993 4.7920681733631 0.0311026302270596
"Channa_gachua" -3.4709803053276 -7.64586004134495 -0.441435179487122 0.60285733373047 0.740001740314363 0.0217145624023696 1.64521894813771 0.00133835937197346 4.79215028419378 0.0311032098232748
"Channa_harcourtbutleri" -3.4709803053276 -7.64586004134495 -0.441435179487122 0.60285733373047 0.740001740314361 0.0217145624023698 1.64521894813771 0.00133835937197357 4.79215028419378 0.0311032098232738
"Channa_lucius" -3.472498784351 -7.65266254705198 -0.44225229867205 0.604317389254274 0.742884508716986 0.0218069103034309 1.65322463061012 0.00134647749116632 4.8243206705136 0.0313314340080621
"Channa_maculata" -3.47577535832127 -7.66730654078612 -0.444002694733726 0.607436052537463 0.748997294159116 0.0220023898176568 1.67012077516749 0.00136351365492084 4.89162764402611 0.0318075507374228
"Channa_marulioides" -3.47577535832127 -7.66730654078613 -0.444002694733726 0.607436052537464 0.748997294159117 0.0220023898176574 1.67012077516749 0.00136351365492049 4.89162764402611 0.0318075507374237
"Channa_marulius" -3.47604354972727 -7.66850512797841 -0.444145951589269 0.60769128118486 0.749497506122327 0.0220183855895749 1.671503299858 0.00136490752125627 4.89713432966159 0.0318465023495818
"Channa_melasoma" -3.47609797093525 -7.66874832333237 -0.444175013348353 0.607743052535252 0.749598943100822 0.0220216291297972 1.67178361013963 0.00136519007089109 4.89825045944647 0.0318543964533509
"Channa_micropeltes" -3.47609797093525 -7.66874832333237 -0.444175013348352 0.607743052535249 0.749598943100821 0.0220216291297972 1.67178361013963 0.00136519007089139 4.89825045944646 0.0318543964533502
"Channa_nox" -3.47601812494927 -7.66839150505454 -0.444132372265577 0.607667089148236 0.749450098630035 0.0220168696351874 1.67137228111879 0.00136477543967091 4.89661254607435 0.0318428116770527
"Channa_orientalis" -3.47602409133008 -7.66841816690126 -0.444135558226107 0.607672764572585 0.749461218012412 0.0220172251828422 1.67140300722928 0.00136480640988709 4.8967348819546 0.0318436769083668
"Channa_punctata" -3.47602409133008 -7.66841816690126 -0.444135558226107 0.607672764572585 0.749461218012413 0.0220172251828419 1.67140300722928 0.00136480640988668 4.8967348819546 0.0318436769083669
"Channa_stewartii" -3.47652053435569 -7.6706371967915 -0.444400868332715 0.608145537630289 0.750388246261542 0.0220468731951108 1.6739660212573 0.00136739145649772 4.90694962698843 0.0319159453437947
"Channa_striata" -3.47664256148165 -7.67118259894764 -0.444466066835531 0.608261708061045 0.750615982386426 0.0220541561853792 1.67459556059608 0.001368026288476 4.90945789885518 0.0319336894587203
"Channallabes_apus" -3.47666900431257 -7.67130078578199 -0.444480195181121 0.608286881939338 0.750665332549472 0.0220557344030677 1.67473198149857 0.00136816385681242 4.91000144349671 0.031937534631018
"Chanodichthys_dabryi" -3.47669600075682 -7.67142144685353 -0.44449461926544 0.608312582725406 0.750715715452004 0.0220573456462666 1.67487125690074 0.00136830430323235 4.91055635879286 0.031941460236119
"Chanodichthys_erythropterus" -3.47670979143861 -7.67148308429742 -0.444501987476596 0.608325711315522 0.75074145195102 0.0220581686960257 1.67494240072772 0.00136837604454946 4.91083981307202 0.0319434654503983
"Chanodichthys_mongolicus" -3.47670979143861 -7.67148308429742 -0.444501987476596 0.608325711315523 0.750741451951023 0.0220581686960262 1.67494240072772 0.00136837604454958 4.91083981307202 0.0319434654504
"Chanodichthys_oxycephalus" -3.47661359259638 -7.67105311769507 -0.444450587282867 0.608234125512123 0.750561904907784 0.0220524267467885 1.67444606208241 0.00136787552066965 4.9088621770687 0.031929475003812
"Chanos_chanos" -3.47661359259638 -7.67105311769508 -0.444450587282866 0.608234125512122 0.750561904907786 0.0220524267467888 1.6744460620824 0.00136787552066873 4.9088621770687 0.0319294750038116
"Chapalichthys_encaustus" -3.47660111579547 -7.67099735386321 -0.444443921516869 0.608222248850714 0.750538624208301 0.0220516822453281 1.67438170970516 0.00136781063133654 4.9086058026499 0.0319276614075258
"Chapalichthys_pardalis" -3.47663740604286 -7.67115955112392 -0.444463310268033 0.6082567949761 0.750606343776535 0.0220538478882683 1.67456890341824 0.00136799939148607 4.9093515937296 0.0319329372080019
"Chapalichthys_peraticus" -3.47663740604286 -7.67115955112392 -0.444463310268034 0.608256794976101 0.750606343776533 0.0220538478882682 1.67456890341824 0.00136799939148606 4.9093515937296 0.0319329372080019
"Characidium_alipioi" -3.47563453562607 -7.66667600856499 -0.443927037115794 0.607300950457277 0.748730970035936 0.0219938614944379 1.6693819250607 0.00136276534862364 4.88866419125545 0.0317865403069114
"Characidium_bahiense" -3.47563453562607 -7.66667600856499 -0.443927037115794 0.607300950457275 0.748730970035934 0.0219938614944391 1.6693819250607 0.00136276534862413 4.88866419125545 0.0317865403069098
"Characidium_bimaculatum" -3.47577826194573 -7.66731829607005 -0.44400379245514 0.607437686609779 0.748998891689273 0.0220024286153611 1.67012231672029 0.00136351167733162 4.89161239002314 0.0318073924710296
"Characidium_boavistae" -3.47577826194573 -7.66731829607005 -0.44400379245514 0.607437686609778 0.748998891689274 0.0220024286153615 1.67012231672029 0.00136351167733193 4.89161239002314 0.0318073924710298
"Characidium_boehlkei" -3.47586332374709 -7.66769839575769 -0.444049208901375 0.607518587015633 0.749157373976796 0.0220074960163398 1.67056021525753 0.00136395301205868 4.89335562257652 0.0318197210237467
"Characidium_bolivianum" -3.47587988174889 -7.66777238407886 -0.444058049113041 0.607534333759162 0.749188219829226 0.0220084822858031 1.67064544163881 0.00136403890347305 4.89369487820218 0.0318221202669502
"Characidium_borellii" -3.47587988174889 -7.66777238407887 -0.444058049113041 0.607534333759163 0.749188219829229 0.0220084822858021 1.67064544163881 0.00136403890347276 4.89369487820218 0.0318221202669525
"Characidium_chupa" -3.47546923196838 -7.66593734305595 -0.443838776180397 0.607143730005333 0.748422972982248 0.021984013384589 1.66853089649424 0.00136190763054415 4.88527625770538 0.0317625798775907
"Characidium_crandellii" -3.47546923196838 -7.66593734305594 -0.443838776180398 0.607143730005334 0.74842297298225 0.0219840133845885 1.66853089649424 0.00136190763054421 4.88527625770538 0.0317625798775907
"Characidium_declivirostre" -3.47600051378136 -7.66831170631376 -0.444122559803816 0.607649319328979 0.749413835325112 0.022015698999825 1.67126947888208 0.00136466862757661 4.89618389302332 0.0318397343945603
"Characidium_etheostoma" -3.47609366895527 -7.66872799826943 -0.44417230747022 0.607737942014652 0.749587480592533 0.022021251499274 1.67174933671569 0.00136515232789494 4.8980946278539 0.031853248658042
"Characidium_etzeli" -3.47611608309066 -7.66882816120873 -0.444184276783198 0.607759264315813 0.749629257230144 0.0220225873397797 1.67186478064421 0.00136526869232645 4.89855428768929 0.0318564996889752
